"Time (s) Run #1","Position (m) Run #1","Velocity (m/s) Run #1","Acceleration (m/s²) Run #1"
17.125,-2.41808E-5,0.03,-0.04
17.150,8.45439E-4,0.02,-0.46
17.175,0.00139,0.00,-0.67
17.200,0.00105,-0.02,-0.56
17.225,3.73065E-4,-0.03,-0.19
17.250,-6.68707E-4,-0.03,0.28
17.275,-0.00138,-0.01,0.62
17.300,-0.00139,0.01,0.66
17.325,-8.88913E-4,0.03,0.38
17.350,1.47802E-4,0.03,-0.09
17.375,0.00102,0.02,-0.52
17.400,0.00139,5.82E-4,-0.69
17.425,0.00106,-0.02,-0.53
17.450,2.01044E-4,-0.03,-0.11
17.475,-8.45541E-4,-0.03,0.36
17.500,-0.00138,-0.01,0.65
17.525,-0.00140,0.01,0.63
17.550,-7.16934E-4,0.03,0.30
17.575,3.24627E-4,0.03,-0.17
17.600,0.00102,0.02,-0.55
17.625,0.00139,0.00,-0.66
17.650,8.84272E-4,-0.02,-0.46
17.675,2.41856E-5,-0.03,-0.03
17.700,-8.45541E-4,-0.02,0.40
17.725,-0.00138,-0.01,0.64
17.750,-0.00122,0.01,0.58
17.775,-5.44954E-4,0.03,0.24
17.800,4.96614E-4,0.03,-0.23
17.825,0.00120,0.02,-0.59
17.850,0.00139,-0.01,-0.68
17.875,8.89127E-4,-0.03,-0.43
17.900,-1.47832E-4,-0.03,0.03
17.925,-0.00102,-0.02,0.47
17.950,-0.00156,0.00,0.68
17.975,-0.00122,0.02,0.57
18.000,-5.44954E-4,0.03,0.19
18.025,4.96614E-4,0.03,-0.27
18.050,0.00120,0.01,-0.60
18.075,0.00122,-0.01,-0.63
18.100,7.12254E-4,-0.02,-0.39
18.125,-1.47832E-4,-0.03,0.04
18.150,-0.00102,-0.02,0.47
18.175,-0.00156,0.00,0.68
18.200,-0.00123,0.02,0.55
18.225,-3.72975E-4,0.03,0.14
18.250,6.73450E-4,0.03,-0.33
18.275,0.00120,0.01,-0.63
18.300,0.00122,-0.01,-0.63
18.325,7.17106E-4,-0.03,-0.36
18.350,-3.19849E-4,-0.03,0.10
18.375,-0.00119,-0.02,0.51
18.400,-0.00156,-5.79E-4,0.70
18.425,-0.00123,0.02,0.55
18.450,-3.72975E-4,0.03,0.12
18.475,6.68600E-4,0.03,-0.37
18.500,0.00138,0.01,-0.67
18.525,0.00122,-0.01,-0.64
18.550,5.40237E-4,-0.03,-0.31
18.575,-3.19849E-4,-0.03,0.15
18.600,-0.00119,-0.02,0.55
18.625,-0.00156,0.00,0.69
18.650,-0.00106,0.02,0.50
18.675,-2.00996E-4,0.03,0.06
18.700,8.45439E-4,0.03,-0.41
18.725,0.00138,0.01,-0.68
18.750,0.00122,-0.01,-0.63
18.775,5.45085E-4,-0.03,-0.28
18.800,-4.91866E-4,-0.03,0.21
18.825,-0.00137,-0.02,0.61
18.850,-0.00156,0.01,0.71
18.875,-0.00106,0.03,0.46
18.900,-2.41808E-5,0.03,0.00
18.925,8.45439E-4,0.02,-0.46
18.950,0.00138,0.01,-0.70
18.975,0.00123,-0.02,-0.61
19.000,3.73065E-4,-0.03,-0.22
19.025,-6.68707E-4,-0.03,0.27
19.050,-0.00137,-0.01,0.63
19.075,-0.00157,0.01,0.67
19.100,-8.84095E-4,0.03,0.40
19.125,-2.41808E-5,0.03,-0.05
19.150,8.45439E-4,0.02,-0.48
19.175,0.00139,0.00,-0.68
19.200,0.00106,-0.02,-0.55
19.225,1.96203E-4,-0.03,-0.16
19.250,-6.68707E-4,-0.03,0.30
19.275,-0.00138,-0.01,0.61
19.300,-0.00139,0.01,0.64
19.325,-8.88913E-4,0.03,0.37
19.350,1.47802E-4,0.03,-0.09
19.375,0.00102,0.02,-0.52
19.400,0.00139,5.82E-4,-0.69
19.425,0.00106,-0.02,-0.53
19.450,2.01044E-4,-0.03,-0.11
19.475,-8.45541E-4,-0.03,0.36
19.500,-0.00138,-0.01,0.65
19.525,-0.00140,0.01,0.63
19.550,-7.16934E-4,0.03,0.30
19.575,3.24627E-4,0.03,-0.17
19.600,0.00102,0.02,-0.55
19.625,0.00139,0.00,-0.67
19.650,8.84272E-4,-0.02,-0.48
19.675,2.41856E-5,-0.03,-0.07
19.700,-8.40721E-4,-0.03,0.38
19.725,-0.00155,-0.01,0.67
19.750,-0.00140,0.01,0.64
19.775,-7.16934E-4,0.03,0.30
19.800,3.19785E-4,0.03,-0.20
19.825,0.00120,0.02,-0.61
19.850,0.00139,-0.01,-0.71
19.875,8.89127E-4,-0.03,-0.46
19.900,-1.47832E-4,-0.03,0.00
19.925,-0.00102,-0.02,0.46
19.950,-0.00155,-0.01,0.70
19.975,-0.00140,0.02,0.60
20.000,-5.44954E-4,0.03,0.20
20.025,4.96614E-4,0.03,-0.28
20.050,0.00120,0.01,-0.61
20.075,0.00122,-0.01,-0.64
20.100,7.12254E-4,-0.02,-0.39
20.125,-1.47832E-4,-0.03,0.04
20.150,-0.00102,-0.02,0.46
20.175,-0.00156,0.00,0.67
20.200,-0.00123,0.02,0.55
20.225,-3.68146E-4,0.03,0.16
20.250,4.96614E-4,0.03,-0.30
20.275,0.00120,0.01,-0.61
20.300,0.00122,-0.01,-0.64
20.325,7.17106E-4,-0.03,-0.37
20.350,-3.19849E-4,-0.03,0.09
20.375,-0.00119,-0.02,0.52
20.400,-0.00156,-5.79E-4,0.69
20.425,-0.00123,0.02,0.53
20.450,-3.72975E-4,0.03,0.11
20.475,6.73450E-4,0.03,-0.36
20.500,0.00120,0.01,-0.65
20.525,0.00122,-0.01,-0.63
20.550,5.45085E-4,-0.03,-0.30
20.575,-4.96693E-4,-0.03,0.17
20.600,-0.00119,-0.02,0.55
20.625,-0.00156,0.00,0.67
20.650,-0.00106,0.02,0.48
20.675,-1.96164E-4,0.03,0.06
20.700,6.68600E-4,0.03,-0.40
20.725,0.00138,0.01,-0.67
20.750,0.00123,-0.01,-0.62
20.775,3.68220E-4,-0.03,-0.27
20.800,-4.91866E-4,-0.03,0.22
20.825,-0.00137,-0.02,0.60
20.850,-0.00156,0.01,0.70
20.875,-0.00106,0.03,0.45
20.900,-2.41808E-5,0.03,-0.02
20.925,8.45439E-4,0.02,-0.47
20.950,0.00139,0.00,-0.68
20.975,0.00105,-0.02,-0.58
21.000,3.73065E-4,-0.03,-0.20
21.025,-6.68707E-4,-0.03,0.27
21.050,-0.00137,-0.01,0.62
21.075,-0.00157,0.01,0.68
21.100,-8.84095E-4,0.03,0.41
21.125,-2.90164E-5,0.03,-0.06
21.150,0.00102,0.02,-0.51
21.175,0.00139,0.00,-0.69
21.200,0.00106,-0.02,-0.54
21.225,1.96203E-4,-0.03,-0.14
21.250,-6.68707E-4,-0.03,0.31
21.275,-0.00138,-0.01,0.61
21.300,-0.00139,0.01,0.64
21.325,-8.88913E-4,0.03,0.37
21.350,1.47802E-4,0.03,-0.09
21.375,0.00102,0.02,-0.51
21.400,0.00139,5.82E-4,-0.70
21.425,0.00106,-0.02,-0.55
21.450,2.01044E-4,-0.03,-0.12
21.475,-8.40721E-4,-0.03,0.37
21.500,-0.00155,-0.01,0.67
21.525,-0.00140,0.01,0.64
21.550,-7.12112E-4,0.03,0.31
21.575,1.47802E-4,0.03,-0.15
21.600,0.00102,0.02,-0.54
21.625,0.00139,0.00,-0.68
21.650,8.84272E-4,-0.02,-0.49
21.675,2.41856E-5,-0.03,-0.07
21.700,-8.40721E-4,-0.03,0.38
21.725,-0.00155,-0.01,0.67
21.750,-0.00140,0.01,0.63
21.775,-7.16934E-4,0.03,0.28
21.800,3.19785E-4,0.03,-0.21
21.825,0.00120,0.02,-0.59
21.850,0.00121,-0.01,-0.68
21.875,8.89127E-4,-0.02,-0.44
21.900,-1.47832E-4,-0.03,0.01
21.925,-0.00102,-0.02,0.45
21.950,-0.00156,0.00,0.68
21.975,-0.00122,0.02,0.58
22.000,-5.44954E-4,0.03,0.20
22.025,4.96614E-4,0.03,-0.27
22.050,0.00120,0.01,-0.62
22.075,0.00140,-0.01,-0.68
22.100,7.12254E-4,-0.03,-0.41
22.125,-1.42997E-4,-0.03,0.06
22.150,-0.00119,-0.02,0.51
22.175,-0.00156,0.00,0.69
22.200,-0.00123,0.02,0.54
22.225,-3.68146E-4,0.03,0.14
22.250,4.96614E-4,0.03,-0.31
22.275,0.00120,0.01,-0.61
22.300,0.00122,-0.01,-0.64
22.325,7.17106E-4,-0.03,-0.37
22.350,-3.19849E-4,-0.03,0.09
22.375,-0.00119,-0.02,0.52
22.400,-0.00156,-5.79E-4,0.69
22.425,-0.00123,0.02,0.53
22.450,-3.72975E-4,0.03,0.11
22.475,6.73450E-4,0.03,-0.36
22.500,0.00120,0.01,-0.65
22.525,0.00122,-0.01,-0.63
22.550,5.45085E-4,-0.03,-0.30
22.575,-4.96693E-4,-0.03,0.17
22.600,-0.00119,-0.02,0.55
22.625,-0.00156,0.00,0.66
22.650,-0.00106,0.02,0.46
22.675,-1.96164E-4,0.03,0.05
22.700,6.73450E-4,0.02,-0.38
22.725,0.00120,0.01,-0.64
22.750,0.00123,-0.01,-0.61
22.775,3.68220E-4,-0.03,-0.27
22.800,-4.91866E-4,-0.03,0.20
22.825,-0.00137,-0.02,0.59
22.850,-0.00156,0.01,0.70
22.875,-0.00106,0.03,0.45
22.900,-2.41808E-5,0.03,-0.02
22.925,8.45439E-4,0.02,-0.47
22.950,0.00139,0.00,-0.68
22.975,0.00105,-0.02,-0.58
23.000,3.73065E-4,-0.03,-0.20
23.025,-6.68707E-4,-0.03,0.27
23.050,-0.00137,-0.01,0.61
23.075,-0.00157,0.01,0.66
23.100,-8.84095E-4,0.03,0.40
23.125,-2.41808E-5,0.03,-0.05
23.150,8.45439E-4,0.02,-0.48
23.175,0.00139,0.00,-0.69
23.200,0.00106,-0.02,-0.56
23.225,2.01044E-4,-0.03,-0.16
23.250,-8.45541E-4,-0.03,0.32
23.275,-0.00137,-0.01,0.64
23.300,-0.00157,0.01,0.67
23.325,-8.88913E-4,0.03,0.37
23.350,1.47802E-4,0.03,-0.10
23.375,0.00102,0.02,-0.53
23.400,0.00139,5.82E-4,-0.71
23.425,0.00106,-0.02,-0.55
23.450,2.01044E-4,-0.03,-0.12
23.475,-8.40721E-4,-0.03,0.37
23.500,-0.00155,-0.01,0.68
23.525,-0.00140,0.01,0.64
23.550,-7.16934E-4,0.03,0.30
23.575,3.24627E-4,0.03,-0.18
23.600,0.00102,0.02,-0.56
23.625,0.00139,0.00,-0.67
23.650,8.84272E-4,-0.02,-0.48
23.675,2.41856E-5,-0.03,-0.07
23.700,-8.40721E-4,-0.03,0.38
23.725,-0.00155,-0.01,0.66
23.750,-0.00140,0.01,0.61
23.775,-7.16934E-4,0.03,0.27
23.800,3.24627E-4,0.03,-0.20
23.825,0.00103,0.02,-0.56
23.850,0.00121,0.00,-0.66
23.875,8.89127E-4,-0.02,-0.45
23.900,-1.47832E-4,-0.03,0.00
23.925,-0.00102,-0.02,0.44
23.950,-0.00156,0.00,0.68
23.975,-0.00122,0.02,0.57
24.000,-5.44954E-4,0.03,0.19
24.025,4.96614E-4,0.03,-0.27
24.050,0.00120,0.01,-0.60
24.075,0.00122,-0.01,-0.65
24.100,7.12254E-4,-0.03,-0.39
24.125,-1.42997E-4,-0.03,0.06
24.150,-0.00119,-0.02,0.50
24.175,-0.00156,0.00,0.70
24.200,-0.00123,0.02,0.55
24.225,-3.72975E-4,0.03,0.12
24.250,6.73450E-4,0.03,-0.35
24.275,0.00120,0.01,-0.64
24.300,0.00122,-0.01,-0.62
24.325,5.40237E-4,-0.03,-0.33
24.350,-3.19849E-4,-0.03,0.11
24.375,-0.00119,-0.02,0.51
24.400,-0.00156,-5.79E-4,0.68
24.425,-0.00123,0.02,0.54
24.450,-3.72975E-4,0.03,0.12
24.475,6.68600E-4,0.03,-0.37
24.500,0.00138,0.01,-0.68
24.525,0.00122,-0.01,-0.64
24.550,5.45085E-4,-0.03,-0.30
24.575,-4.96693E-4,-0.03,0.18
24.600,-0.00119,-0.02,0.56
24.625,-0.00156,0.00,0.69
24.650,-0.00106,0.02,0.49
24.675,-2.00996E-4,0.03,0.05
24.700,8.45439E-4,0.03,-0.41
24.725,0.00138,0.01,-0.68
24.750,0.00122,-0.01,-0.63
24.775,5.45085E-4,-0.03,-0.28
24.800,-4.91866E-4,-0.03,0.20
24.825,-0.00137,-0.02,0.59
24.850,-0.00156,0.00,0.70
24.875,-0.00106,0.02,0.47
24.900,-2.00996E-4,0.03,0.01
24.925,8.45439E-4,0.02,-0.45
24.950,0.00139,0.01,-0.69
24.975,0.00105,-0.02,-0.59
25.000,3.73065E-4,-0.03,-0.21
25.025,-6.68707E-4,-0.03,0.27
25.050,-0.00137,-0.01,0.61
25.075,-0.00157,0.01,0.66
25.100,-8.84095E-4,0.03,0.40
25.125,-2.41808E-5,0.03,-0.05
25.150,8.45439E-4,0.02,-0.48
25.175,0.00139,0.00,-0.68
25.200,0.00106,-0.02,-0.55
25.225,1.96203E-4,-0.03,-0.15
25.250,-6.68707E-4,-0.03,0.31
25.275,-0.00138,-0.01,0.62
25.300,-0.00140,0.01,0.63
25.325,-7.12112E-4,0.03,0.34
25.350,1.47802E-4,0.03,-0.10
25.375,0.00102,0.02,-0.51
25.400,0.00139,5.82E-4,-0.68
25.425,0.00106,-0.02,-0.52
25.450,2.01044E-4,-0.03,-0.11
25.475,-8.45541E-4,-0.03,0.36
25.500,-0.00138,-0.01,0.66
25.525,-0.00140,0.01,0.64
25.550,-7.16934E-4,0.03,0.31
25.575,3.19785E-4,0.03,-0.18
25.600,0.00120,0.02,-0.58
25.625,0.00139,0.00,-0.69
25.650,8.84272E-4,-0.02,-0.47
25.675,2.41856E-5,-0.03,-0.04
25.700,-8.40721E-4,-0.03,0.41
25.725,-0.00155,-0.01,0.69
25.750,-0.00140,0.02,0.63
25.775,-5.44954E-4,0.03,0.25
25.800,4.96614E-4,0.03,-0.25
25.825,0.00120,0.02,-0.62
25.850,0.00139,-0.01,-0.69
25.875,8.89127E-4,-0.03,-0.44
25.900,-1.47832E-4,-0.03,0.01
25.925,-0.00102,-0.02,0.46
25.950,-0.00155,-0.01,0.70
25.975,-0.00140,0.02,0.61
26.000,-5.44954E-4,0.03,0.22
26.025,4.96614E-4,0.03,-0.27
26.050,0.00120,0.01,-0.63
26.075,0.00140,-0.01,-0.67
26.100,7.12254E-4,-0.03,-0.40
26.125,-1.47832E-4,-0.03,0.05
26.150,-0.00102,-0.02,0.48
26.175,-0.00156,0.00,0.68
26.200,-0.00123,0.02,0.55
26.225,-3.68146E-4,0.03,0.16
26.250,4.96614E-4,0.03,-0.30
26.275,0.00120,0.01,-0.61
26.300,0.00122,-0.01,-0.64
26.325,7.17106E-4,-0.03,-0.37
26.350,-3.19849E-4,-0.03,0.09
26.375,-0.00119,-0.02,0.52
26.400,-0.00156,-5.79E-4,0.69
26.425,-0.00123,0.02,0.53
26.450,-3.72975E-4,0.03,0.11
26.475,6.73450E-4,0.03,-0.35
26.500,0.00120,0.01,-0.64
26.525,0.00122,-0.01,-0.62
26.550,5.40237E-4,-0.03,-0.32
26.575,-3.19849E-4,-0.03,0.13
26.600,-0.00119,-0.02,0.54
26.625,-0.00156,0.00,0.69
26.650,-0.00106,0.02,0.50
26.675,-2.00996E-4,0.03,0.06
26.700,8.45439E-4,0.03,-0.41
26.725,0.00138,0.01,-0.67
26.750,0.00122,-0.01,-0.61
26.775,5.45085E-4,-0.03,-0.26
26.800,-4.96693E-4,-0.03,0.20
26.825,-0.00120,-0.02,0.56
26.850,-0.00139,0.00,0.66
26.875,-0.00106,0.02,0.45
26.900,-2.41808E-5,0.03,0.00
26.925,8.45439E-4,0.02,-0.44
26.950,0.00139,0.00,-0.68
26.975,0.00105,-0.02,-0.57
27.000,3.73065E-4,-0.03,-0.19
27.025,-6.68707E-4,-0.03,0.28
27.050,-0.00138,-0.01,0.62
27.075,-0.00139,0.01,0.66
27.100,-8.88913E-4,0.03,0.38
27.125,1.47802E-4,0.03,-0.09
27.150,0.00102,0.02,-0.51
27.175,0.00139,5.49E-4,-0.68
27.200,0.00106,-0.02,-0.52
27.225,1.96203E-4,-0.03,-0.13
27.250,-6.68707E-4,-0.03,0.31
27.275,-0.00138,-0.01,0.61
27.300,-0.00139,0.01,0.64
27.325,-8.88913E-4,0.03,0.37
27.350,1.47802E-4,0.03,-0.09
27.375,0.00102,0.02,-0.51
27.400,0.00139,5.82E-4,-0.70
27.425,0.00106,-0.02,-0.55
27.450,2.01044E-4,-0.03,-0.12
27.475,-8.40721E-4,-0.03,0.37
27.500,-0.00155,-0.01,0.68
27.525,-0.00140,0.01,0.64
27.550,-7.16934E-4,0.03,0.30
27.575,3.24627E-4,0.03,-0.18
27.600,0.00102,0.02,-0.56
27.625,0.00139,0.00,-0.67
27.650,8.84272E-4,-0.02,-0.48
27.675,2.41856E-5,-0.03,-0.07
27.700,-8.40721E-4,-0.03,0.38
27.725,-0.00155,-0.01,0.67
27.750,-0.00140,0.01,0.64
27.775,-7.16934E-4,0.03,0.30
27.800,3.19785E-4,0.03,-0.20
27.825,0.00120,0.02,-0.61
27.850,0.00139,-0.01,-0.71
27.875,8.89127E-4,-0.03,-0.46
27.900,-1.47832E-4,-0.03,0.00
27.925,-0.00102,-0.02,0.46
27.950,-0.00155,-0.01,0.70
27.975,-0.00140,0.02,0.61
28.000,-5.44954E-4,0.03,0.22
28.025,4.96614E-4,0.03,-0.27
28.050,0.00120,0.01,-0.63
28.075,0.00140,-0.01,-0.67
28.100,7.12254E-4,-0.03,-0.40
28.125,-1.47832E-4,-0.03,0.05
28.150,-0.00102,-0.02,0.48
28.175,-0.00156,0.00,0.68
28.200,-0.00123,0.02,0.55
28.225,-3.68146E-4,0.03,0.15
28.250,4.96614E-4,0.03,-0.31
28.275,0.00120,0.01,-0.62
28.300,0.00122,-0.01,-0.63
28.325,5.40237E-4,-0.03,-0.34
28.350,-3.19849E-4,-0.03,0.10
28.375,-0.00119,-0.02,0.51
28.400,-0.00156,-5.79E-4,0.68
28.425,-0.00123,0.02,0.52
28.450,-3.72975E-4,0.03,0.11
28.475,6.73450E-4,0.03,-0.36
28.500,0.00120,0.01,-0.65
28.525,0.00122,-0.01,-0.63
28.550,5.45085E-4,-0.03,-0.30
28.575,-4.96693E-4,-0.03,0.17
28.600,-0.00119,-0.02,0.55
28.625,-0.00156,0.00,0.66
28.650,-0.00106,0.02,0.46
28.675,-1.96164E-4,0.03,0.03
28.700,6.73450E-4,0.02,-0.39
28.725,0.00121,0.01,-0.63
28.750,0.00105,-0.01,-0.57
28.775,3.68220E-4,-0.03,-0.26
28.800,-4.91866E-4,-0.03,0.20
28.825,-0.00137,-0.02,0.58
28.850,-0.00156,0.01,0.69
28.875,-0.00106,0.03,0.45
28.900,-2.41808E-5,0.03,-0.02
28.925,8.45439E-4,0.02,-0.47
28.950,0.00139,0.00,-0.68
28.975,0.00105,-0.02,-0.58
29.000,3.73065E-4,-0.03,-0.20
29.025,-6.68707E-4,-0.03,0.27
29.050,-0.00137,-0.01,0.61
29.075,-0.00157,0.01,0.66
29.100,-8.84095E-4,0.03,0.40
29.125,-2.41808E-5,0.03,-0.05
29.150,8.45439E-4,0.02,-0.48
29.175,0.00139,0.00,-0.70
29.200,0.00106,-0.02,-0.58
29.225,2.01044E-4,-0.03,-0.17
29.250,-8.40721E-4,-0.03,0.33
29.275,-0.00155,-0.01,0.67
29.300,-0.00157,0.01,0.68
29.325,-8.88913E-4,0.03,0.37
29.350,1.47802E-4,0.03,-0.12
29.375,0.00102,0.02,-0.54
29.400,0.00139,5.82E-4,-0.71
29.425,0.00106,-0.02,-0.55
29.450,2.01044E-4,-0.03,-0.14
29.475,-8.40721E-4,-0.03,0.36
29.500,-0.00155,-0.01,0.68
29.525,-0.00157,0.01,0.67
29.550,-7.12112E-4,0.03,0.33
29.575,1.47802E-4,0.03,-0.16
29.600,0.00102,0.02,-0.56
29.625,0.00139,0.00,-0.70
29.650,8.84272E-4,-0.02,-0.50
29.675,2.90233E-5,-0.03,-0.06
29.700,-0.00102,-0.03,0.41
29.725,-0.00155,-0.01,0.67
29.750,-0.00140,0.01,0.61
29.775,-7.16934E-4,0.03,0.30
29.800,3.24627E-4,0.03,
29.825,0.00102,0.02,
29.850,0.00139,,
