"Time (s) Monitor Run","Position (cm) Monitor Run","Velocity (m/s) Monitor Run","Acceleration (m/s²) Monitor Run"
3.275,-3.6966626,-0.06,-0.06
3.300,-3.8128165,-0.06,0.92
3.325,-4.1301535,-0.03,2.85
3.350,-4.0999538,0.06,5.13
3.375,-3.8891452,0.24,6.38
3.400,-3.1171198,0.43,5.41
3.425,-1.5376261,0.55,2.37
3.450,0.0520741,0.56,-1.30
3.475,1.2548790,0.47,-4.59
3.500,2.4569451,0.32,-7.16
3.525,3.0967115,0.10,-8.62
3.550,3.0525731,-0.15,-8.30
3.575,2.1795560,-0.35,-6.12
3.600,1.1393039,-0.47,-2.87
3.625,-0.2784611,-0.50,0.60
3.650,-1.5040033,-0.44,3.71
3.675,-2.6411510,-0.29,6.05
3.700,-3.0253654,-0.11,7.35
3.725,-3.1781965,0.09,7.39
3.750,-2.6748058,0.28,5.87
3.775,-1.6517861,0.42,3.01
3.800,-0.3031365,0.44,-0.18
3.825,0.6971247,0.39,-2.75
3.850,1.5612102,0.29,-4.24
3.875,2.2644275,0.16,-4.64
3.900,2.4314943,0.03,-4.22
3.925,2.1668229,-0.06,-3.66
3.950,2.1445812,-0.13,-3.41
3.975,1.7081081,-0.23,-3.10
4.000,0.8826785,-0.31,-2.17
4.025,0.0208883,-0.35,-0.51
4.050,-0.8014717,-0.34,1.72
4.075,-1.7924150,-0.27,4.03
4.100,-2.4085601,-0.12,5.56
4.125,-2.4545721,0.04,5.63
4.150,-2.0080279,0.18,4.49
4.175,-1.5555532,0.27,2.85
4.200,-0.6250507,0.32,0.96
4.225,0.1983557,0.33,-1.15
4.250,1.0843605,0.27,-3.28
4.275,1.6241730,0.15,-4.88
4.300,1.9335498,0.00,-5.53
4.325,1.6485035,-0.14,-5.06
4.350,1.1050433,-0.27,-3.56
4.375,0.3015252,-0.34,-1.23
4.400,-0.7189726,-0.34,1.56
4.425,-1.5708215,-0.26,3.93
4.450,-2.0985259,-0.11,5.14
4.475,-2.1598021,0.03,5.14
4.500,-1.8167941,0.15,4.39
4.525,-1.4515960,0.25,3.09
4.550,-0.5590294,0.32,1.02
4.575,0.3730048,0.32,-1.39
4.600,1.1550641,0.24,-3.38
4.625,1.6301271,0.13,-4.56
4.650,1.7186088,0.00,-5.00
4.675,1.7370526,-0.13,-4.73
4.700,1.1060159,-0.25,-3.35
4.725,0.2633281,-0.32,-1.01
4.750,-0.6179304,-0.31,1.44
4.775,-1.3828170,-0.23,3.27
4.800,-1.8564316,-0.13,4.49
4.825,-1.9617667,-0.01,5.30
4.850,-1.9946497,0.15,5.22
4.875,-1.3889646,0.29,3.57
4.900,-0.2479303,0.36,0.66
4.925,0.6154907,0.32,-2.17
4.950,1.3279513,0.22,-3.99
4.975,1.7682124,0.10,-4.74
5.000,1.8460180,-0.03,-4.77
5.025,1.6145778,-0.15,-4.10
5.050,1.0519390,-0.25,-2.77
5.075,0.2963528,-0.30,-1.04
5.100,-0.5332151,-0.30,1.07
5.125,-1.2403117,-0.25,3.38
5.150,-1.9054837,-0.13,5.20
5.175,-2.1308882,0.04,5.57
5.200,-1.5640948,0.19,4.28
5.225,-0.9836861,0.27,2.08
5.250,-0.2460968,0.29,-0.24
5.275,0.5481701,0.25,-2.18
5.300,1.2163923,0.17,-3.46
5.325,1.3372659,0.06,-3.99
5.350,1.4498143,-0.04,-4.00
5.375,1.2349504,-0.14,-3.58
5.400,0.7066795,-0.23,-2.37
5.425,-0.0144725,-0.28,-0.29
5.450,-0.8095368,-0.25,1.97
5.475,-1.4951882,-0.16,3.48
5.500,-1.5988324,-0.06,3.99
5.525,-1.6925798,0.04,3.91
5.550,-1.4764176,0.14,3.27
5.575,-0.9656127,0.23,1.93
5.600,-0.2619068,0.25,0.08
5.625,0.4879388,0.22,-1.63
5.650,0.8303608,0.16,-2.75
5.675,1.2345666,0.08,-3.48
5.700,1.3288926,-0.02,-3.80
5.725,1.1302264,-0.13,-3.33
5.750,0.6531273,-0.21,-1.92
5.775,-4.1659825E-5,-0.23,-0.08
5.800,-0.6989453,-0.20,1.44
5.825,-0.9887800,-0.15,2.41
5.850,-1.3915399,-0.08,3.15
5.875,-1.5193248,0.01,3.47
5.900,-1.3543442,0.12,3.00
5.925,-0.9122745,0.18,1.82
5.950,-0.2685586,0.20,0.45
5.975,0.0683301,0.20,-0.75
6.000,0.6756320,0.17,-2.02
6.025,1.0788116,0.10,-3.18
6.050,1.2074877,-0.01,-3.75
6.075,1.0427236,-0.11,-3.26
6.100,0.6167954,-0.19,-1.87
6.125,0.0320621,-0.21,-0.25
6.150,-0.5780520,-0.19,1.11
6.175,-0.8855325,-0.14,2.09
6.200,-1.2878874,-0.08,2.78
6.225,-1.4329070,0.00,3.01
6.250,-1.2847043,0.08,2.72
6.275,-0.8680869,0.14,2.05
6.300,-0.6200907,0.19,1.10
6.325,0.0172299,0.21,-0.29
6.350,0.6073393,0.18,-1.95
6.375,0.9923401,0.10,-3.14
6.400,1.1381873,0.00,-3.35
6.425,0.9901303,-0.08,-2.78
6.450,0.5910177,-0.14,-1.98
6.475,0.3246669,-0.18,-1.05
6.500,-0.2791302,-0.20,0.27
6.525,-0.8339088,-0.18,1.84
6.550,-1.2362791,-0.10,2.99
6.575,-1.3813162,0.00,3.22
6.600,-1.2318124,0.07,2.72
6.625,-0.8676406,0.13,2.00
6.650,-0.6368273,0.17,1.13
6.675,-0.0162205,0.20,-0.20
6.700,0.5385695,0.18,-1.68
6.725,0.9235511,0.10,-2.70
6.750,1.0688897,0.02,-3.02
6.775,0.9298205,-0.05,-2.89
6.800,0.8553533,-0.13,-2.45
6.825,0.3590910,-0.19,-1.37
6.850,-0.2451673,-0.21,0.30
6.875,-0.7827333,-0.17,1.99
6.900,-1.1679085,-0.10,2.97
6.925,-1.2944562,0.00,3.02
6.950,-1.1797941,0.07,2.52
6.975,-0.8323563,0.12,1.87
7.000,-0.6354752,0.16,1.09
7.025,-0.0668633,0.18,-0.12
7.050,0.4530800,0.17,-1.48
7.075,0.8203676,0.09,-2.44
7.100,0.9651901,0.03,-2.78
7.125,0.8423700,-0.04,-2.72
7.150,0.8209334,-0.11,-2.35
7.175,0.3227848,-0.17,-1.32
7.200,-0.2112057,-0.20,0.27
7.225,-0.7324585,-0.16,1.86
7.250,-1.0646941,-0.09,2.89
7.275,-1.1912706,0.00,3.18
7.300,-1.0761933,0.08,2.84
7.325,-0.7535539,0.15,1.82
7.350,-0.2731395,0.19,0.31
7.375,0.2439561,0.17,-1.20
7.400,0.7200525,0.11,-2.16
7.425,0.7520573,0.05,-2.48
7.450,0.8791780,-0.02,-2.52
7.475,0.7640311,-0.08,-2.21
7.500,0.4585774,-0.14,-1.34
7.525,-0.0051457,-0.16,-0.11
7.550,-0.5137635,-0.14,0.93
7.575,-0.6468768,-0.10,1.53
7.600,-0.9614796,-0.06,2.04
7.625,-1.0876431,-0.01,2.46
7.650,-0.9893384,0.07,2.32
7.675,-0.7006344,0.13,1.42
7.700,-0.2717654,0.15,0.16
7.725,0.2012667,0.13,-0.80
7.750,0.3341412,0.10,-1.39
7.775,0.6488718,0.06,-1.94
7.800,0.7750050,0.01,-2.28
7.825,0.6947286,-0.07,-2.03
7.850,0.4055332,-0.11,-1.22
7.875,-0.0139566,-0.12,-0.36
7.900,-0.1804683,-0.12,0.29
7.925,-0.5608458,-0.11,1.04
7.950,-0.8754676,-0.08,1.92
7.975,-1.0012098,-0.01,2.36
8.000,-0.9196714,0.06,2.02
8.025,-0.6653512,0.10,1.18
8.050,-0.2626006,0.11,0.43
8.075,-0.1500490,0.12,-0.16
8.100,0.2658348,0.11,-0.96
8.125,0.5628838,0.08,-1.74
8.150,0.6889964,0.01,-2.05
8.175,0.6077472,-0.04,-1.80
8.200,0.3444913,-0.08,-1.37
8.225,0.2850754,-0.11,-0.92
8.250,-0.1283843,-0.13,-0.11
8.275,-0.5273401,-0.13,1.04
8.300,-0.8071056,-0.07,1.90
8.325,-0.9147730,-0.01,2.04
8.350,-0.8504455,0.04,1.68
8.375,-0.6047462,0.07,1.30
8.400,-0.5621986,0.10,0.92
8.425,-0.1663203,0.12,0.13
8.450,0.2151881,0.12,-0.84
8.475,0.4773691,0.07,-1.51
8.500,0.5853106,0.03,-1.76
8.525,0.5122389,-0.01,-1.83
8.550,0.6101276,-0.06,-1.78
8.575,0.2669285,-0.11,-1.17
8.600,-0.1125614,-0.14,-0.04
8.625,-0.4589728,-0.11,1.16
8.650,-0.7210953,-0.07,1.96
8.675,-0.8287799,-0.01,2.21
8.700,-0.7640212,0.05,2.01
8.725,-0.5427431,0.10,1.31
8.750,-0.2346312,0.13,0.22
8.775,0.1273493,0.11,-0.81
8.800,0.4634818,0.07,-1.28
8.825,0.4439183,0.03,-1.19
8.850,0.5131868,0.01,-1.17
8.875,0.5666839,-0.01,-1.45
8.900,0.5575568,-0.06,-1.58
8.925,0.2487831,-0.11,-1.02
8.950,-0.0962786,-0.12,0.06
8.975,-0.4082688,-0.10,1.09
9.000,-0.6355361,-0.06,1.74
9.025,-0.7251389,-0.01,1.95
9.050,-0.6771434,0.04,1.80
9.075,-0.4907080,0.09,1.17
9.100,-0.1988669,0.11,0.15
9.125,0.1106216,0.10,-0.84
9.150,0.4309706,0.06,-1.37
9.175,0.3402561,0.02,-1.41
9.200,0.4300258,-0.01,-1.34
9.225,0.3821940,-0.04,-1.14
9.250,0.1952911,-0.08,-0.64
9.275,-0.0809215,-0.08,0.01
9.300,-0.3272768,-0.07,0.48
9.325,-0.3571120,-0.05,0.71
9.350,-0.5667292,-0.04,1.04
9.375,-0.6563431,-0.01,1.42
9.400,-0.6079070,0.04,1.38
9.425,-0.4382159,0.08,0.75
9.450,-0.1807532,0.08,-0.06
9.475,0.1027404,0.06,-0.52
9.500,0.0618291,0.05,-0.68
9.525,0.2714629,0.03,-0.93
9.550,0.3612217,0.01,-1.14
9.575,0.3129088,-0.04,-1.00
9.600,0.1413410,-0.05,-0.60
9.625,-0.0525285,-0.06,-0.27
9.650,-0.0632541,-0.06,-0.07
9.675,-0.3231612,-0.07,0.37
9.700,-0.5151240,-0.05,1.02
9.725,-0.6042945,-0.01,1.38
9.750,-0.5730617,0.04,1.12
9.775,-0.4205658,0.05,0.56
9.800,-0.1720103,0.05,0.20
9.825,-0.2318778,0.06,0.05
9.850,0.0279015,0.06,-0.32
9.875,0.2203362,0.05,-0.79
9.900,0.2919479,0.01,-0.99
9.925,0.2598913,-0.01,-0.90
9.950,0.1343431,-0.03,-0.80
9.975,0.2120285,-0.05,-0.77
10.000,-0.0465119,-0.07,-0.36
10.025,-0.2892117,-0.08,0.42
10.050,-0.4635189,-0.05,1.15
10.075,-0.5526966,-0.01,1.36
10.100,-0.5210178,0.03,1.01
10.125,-0.3852636,0.05,0.51
10.150,-0.1724706,0.05,0.24
10.175,-0.2137643,0.05,0.27
10.200,0.0111691,0.06,0.15
10.225,0.1831348,0.07,-0.40
10.250,0.3555711,0.05,-1.18
10.275,0.5179275,0.00,-1.65
10.300,0.3998696,-0.05,-1.44
10.325,0.1938878,-0.08,-0.74
10.350,-0.0297703,-0.08,0.09
10.375,-0.2552635,-0.07,0.75
10.400,-0.4123692,-0.04,1.17
10.425,-0.4838993,-0.01,1.33
10.450,-0.4517741,0.03,1.22
10.475,-0.3332190,0.06,0.89
10.500,-0.1445214,0.07,0.29
10.525,0.0618291,0.08,-0.52
10.550,0.2695866,0.05,-1.23
10.575,0.4342779,0.00,-1.42
10.600,0.2240817,-0.03,-0.94
10.625,0.1566769,-0.05,-0.24
10.650,0.0376537,-0.04,0.15
10.675,-0.1417566,-0.03,0.10
10.700,-0.0306968,-0.03,-0.09
10.725,-0.2213167,-0.04,0.10
10.750,-0.3607651,-0.04,0.59
10.775,-0.4323014,-0.01,1.02
10.800,-0.3997257,0.02,1.06
10.825,-0.2979113,0.05,0.63
10.850,-0.1440607,0.06,-0.05
10.875,0.0460268,0.05,-0.65
10.900,0.2092201,0.02,-0.82
10.925,0.0483500,0.00,-0.63
10.950,0.1194749,-0.01,-0.39
10.975,0.1046038,-0.02,-0.21
11.000,0.0018552,-0.02,-0.09
11.025,-0.1245587,-0.02,-0.11
11.050,-0.0144202,-0.02,-0.18
11.075,-0.1697085,-0.04,0.00
11.100,-0.3096186,-0.04,0.47
11.125,-0.3630477,-0.01,0.76
11.150,-0.3476752,0.02,0.57
11.175,-0.2630590,0.02,0.16
11.200,-0.1190231,0.02,0.00
11.225,-0.2277463,0.02,0.10
11.250,-0.1250199,0.03,0.16
11.275,-0.0027823,0.03,0.06
11.300,0.0502088,0.03,-0.20
11.325,0.0446332,0.02,-0.57
11.350,0.2598913,0.00,-0.91
11.375,0.1399411,-0.03,-0.86
11.400,0.0027829,-0.05,-0.34
11.425,-0.1534272,-0.05,0.31
11.450,-0.2580155,-0.03,0.73
11.475,-0.3114487,-0.01,0.76
11.500,-0.2956225,0.02,0.59
11.525,-0.2282054,0.02,0.47
11.550,-0.1022827,0.03,0.46
11.575,-0.1993265,0.05,0.34
11.600,0.1329440,0.06,-0.16
11.625,0.2552022,0.04,-0.73
11.650,0.3086787,0.01,-0.98
11.675,0.2924175,-0.01,-0.87
11.700,0.2426889,-0.03,-0.60
11.725,0.1222721,-0.04,-0.30
11.750,0.0023191,-0.05,0.05
11.775,-0.1366862,-0.04,0.40
11.800,-0.2236134,-0.03,0.65
11.825,-0.2770494,-0.01,0.77
11.850,-0.2612253,0.01,0.73
11.875,-0.1933505,0.03,0.54
11.900,-0.0910866,0.04,0.23
11.925,0.0474207,0.04,-0.12
11.950,0.1510750,0.04,-0.55
11.975,0.2384718,0.02,-1.00
12.000,0.2747473,-0.02,-1.19
12.025,0.2483142,-0.05,-0.75
12.050,-0.0846189,-0.07,0.17
12.075,-0.1878313,-0.04,0.81
12.100,-0.2983689,0.00,0.73
12.125,-0.1199459,0.00,0.24
12.150,-0.1896713,0.00,0.04
12.175,-0.2254505,0.00,0.23
12.200,-0.2091699,0.01,0.45
12.225,-0.1584941,0.03,0.31
12.250,-0.0729649,0.04,-0.18
12.275,0.0302227,0.02,-0.61
12.300,0.1422744,-0.01,-0.64
12.325,-0.0878532,-0.02,-0.25
12.350,-0.0697289,-0.02,0.16
12.375,-0.0860052,-0.01,0.35
12.400,-0.1394522,0.00,0.25
12.425,-0.1250199,0.01,-0.05
12.450,9.2757241E-4,0.00,-0.31
12.475,-0.0855431,-0.01,-0.25
12.500,-0.1552700,-0.02,0.11
12.525,-0.1905912,-0.01,0.43
12.550,-0.1919709,0.01,0.37
12.575,-0.1408349,0.02,-0.02
12.600,-0.0720404,0.01,-0.34
12.625,0.0041747,-0.01,-0.16
12.650,-0.2096294,-0.01,0.42
12.675,-0.1399131,0.02,0.66
12.700,-0.1119752,0.05,0.20
12.725,0.1710759,0.03,-0.57
12.750,0.1552762,0.00,-0.88
12.775,0.0864707,-0.03,-0.60
12.800,0.0181293,-0.03,-0.14
12.825,-0.0688041,-0.03,0.20
12.850,-0.1208686,-0.02,0.36
12.875,-0.1561912,-0.01,0.44
12.900,-0.1571124,0.01,0.43
12.925,-0.1236363,0.02,0.33
12.950,-0.0543792,0.02,0.18
12.975,-0.0037095,0.03,0.00
13.000,0.0832126,0.02,-0.18
13.025,0.1352759,0.02,-0.33
13.050,0.1706088,0.01,-0.42
13.075,0.1715431,-0.01,-0.42
13.100,0.1376083,-0.02,-0.33
13.125,0.0864707,-0.02,-0.17
13.150,0.0176652,-0.03,0.02
13.175,-0.0516031,-0.02,0.20
13.200,-0.1041296,-0.01,0.34
13.225,-0.1217912,0.00,0.38
13.250,-0.1227138,0.01,0.35
13.275,-0.0887771,0.01,0.26
13.300,-0.0371802,0.02,0.13
13.325,0.0139527,0.02,-0.03
13.350,0.0836780,0.02,-0.19
13.375,0.1185427,0.01,-0.30
13.400,0.1362088,0.00,-0.34
13.425,0.1371417,-0.01,-0.32
13.450,0.1032062,-0.01,-0.21
13.475,0.0516031,-0.02,-0.06
13.500,-4.6375837E-4,-0.02,0.07
13.525,-0.0348651,-0.01,0.17
13.550,-0.0697289,-0.01,0.24
13.575,-0.0878532,0.00,0.25
13.600,-0.0706535,0.01,0.22
13.625,-0.0539165,0.01,0.15
13.650,-0.0195179,0.01,0.05
13.675,0.0148807,0.01,-0.18
13.700,0.0492793,0.01,-0.52
13.725,0.0855397,-0.01,-0.66
13.750,0.0571820,-0.04,-0.23
13.775,-0.2073316,-0.04,0.53
13.800,-0.2259097,0.00,0.86
13.825,-0.1961090,0.03,0.47
13.850,0.0167369,0.02,-0.19
13.875,-0.0181278,0.01,-0.42
13.900,-0.0353282,-0.01,-0.21
13.925,-0.0529912,0.00,0.06
13.950,-0.0534539,0.00,0.03
13.975,-0.0362542,0.01,-0.28
14.000,-0.0190546,-0.01,-0.48
14.025,0.0055665,-0.03,-0.15
14.050,-0.2593912,-0.03,0.59
14.075,-0.2603083,0.00,0.95
14.100,-0.2323367,0.04,0.54
14.125,0.0502088,0.04,-0.24
14.150,0.0506735,0.02,-0.62
14.175,0.0334732,-0.01,-0.44
14.200,0.0162728,-0.01,-0.13
14.225,-9.2749820E-4,-0.01,0.05
14.250,-0.0185912,0.00,-0.05
14.275,-0.0185912,0.00,-0.30
14.300,-0.0181278,-0.02,-0.29
14.325,-0.0288438,-0.03,0.21
14.350,-0.2947069,-0.01,0.80
14.375,-0.2667257,0.02,0.74
14.400,0.0153447,0.04,0.07
14.425,0.0330088,0.02,-0.44
14.450,0.0330088,0.00,-0.43
14.475,0.0330088,3.10E-5,-0.17
14.500,0.0330088,0.00,-0.04
14.525,0.0334732,0.00,-0.03
14.550,0.0158088,0.00,-0.09
14.575,0.0158088,0.00,-0.14
14.600,0.0167369,-0.01,-0.03
14.625,-0.0148837,-0.01,0.22
14.650,-0.1607965,0.00,0.34
14.675,0.0158088,0.01,0.14
14.700,0.0158088,0.01,-0.11
14.725,0.0158088,0.00,-0.17
14.750,0.0158088,0.00,-0.08
14.775,0.0158088,0.00,0.00
14.800,0.0158088,0.00,-0.12
14.825,0.0158088,4.95E-4,-0.37
14.850,0.0158088,-0.02,-0.42
14.875,0.0232361,-0.04,0.05
14.900,-0.2589327,-0.02,0.72
14.925,-0.2830043,0.01,0.83
14.950,-0.0371802,0.04,0.24
14.975,0.0158088,0.02,-0.33
15.000,0.0158088,0.00,-0.41
15.025,0.0158088,0.00,-0.18
15.050,0.0158088,0.00,-0.02
15.075,0.0158088,0.00,-0.01
15.100,0.0158088,3.09E-5,-0.09
15.125,0.0158088,-8.37E-4,-0.18
15.150,0.0162728,-0.01,-0.10
15.175,0.0027829,-0.01,0.16
15.200,-0.1598756,0.00,0.36
15.225,-0.0195179,0.01,0.21
15.250,0.0158088,0.01,-0.06
15.275,0.0158088,0.00,-0.18
15.300,0.0158088,0.00,-0.11
15.325,0.0158088,0.00,-0.02
15.350,0.0158088,0.00,-0.01
15.375,0.0158088,3.09E-5,-0.07
15.400,0.0158088,-9.30E-4,-0.13
15.425,0.0162728,-0.01,-0.07
15.450,0.0013914,-0.01,0.12
15.475,-0.1068992,0.00,0.26
15.500,-0.0195179,0.01,0.17
15.525,0.0158088,0.01,-0.04
15.550,0.0158088,0.00,-0.13
15.575,0.0158088,0.00,-0.09
15.600,0.0158088,0.00,-0.02
15.625,0.0158088,0.00,0.00
15.650,0.0158088,3.09E-5,-0.13
15.675,0.0158088,-6.52E-4,-0.37
15.700,0.0162728,-0.02,-0.37
15.725,0.0055665,-0.04,0.12
15.750,-0.2593912,-0.02,0.74
15.775,-0.2662674,0.02,0.76
15.800,-0.0018549,0.04,0.15
15.825,0.0158088,0.02,-0.36
15.850,0.0158088,0.00,-0.38
15.875,0.0158088,0.00,-0.14
15.900,0.0158088,0.00,-0.01
15.925,0.0158088,0.00,-0.09
15.950,0.0158088,3.71E-4,-0.30
15.975,0.0158088,-0.01,-0.35
16.000,0.0213788,-0.03,0.03
16.025,-0.1887514,-0.02,0.60
16.050,-0.2662674,0.01,0.70
16.075,-0.0018549,0.03,0.20
16.100,0.0158088,0.02,-0.29
16.125,0.0158088,0.00,-0.35
16.150,0.0158088,0.00,-0.14
16.175,0.0158088,0.00,-0.01
16.200,0.0158088,0.00,-0.01
16.225,0.0158088,6.19E-5,-0.15
16.250,0.0158088,0.00,-0.28
16.275,0.0167369,-0.02,-0.13
16.300,-0.0121023,-0.02,0.28
16.325,-0.2658092,-5.56E-4,0.56
16.350,-0.0195179,0.02,0.30
16.375,0.0158088,0.02,-0.12
16.400,0.0158088,0.00,-0.28
16.425,0.0158088,0.00,-0.16
16.450,0.0158088,0.00,-0.02
16.475,0.0158088,0.00,2.06E-4
16.500,0.0158088,0.00,-0.01
16.525,0.0158088,3.09E-5,-0.02
16.550,0.0158088,0.00,-0.02
16.575,0.0162728,0.00,0.01
16.600,-0.0013912,0.00,0.05
16.625,-0.0018549,0.00,0.05
16.650,0.0158088,0.00,0.01
16.675,0.0158088,0.00,-0.02
16.700,0.0158088,0.00,-0.02
16.725,0.0158088,0.00,-0.01
16.750,0.0158088,0.00,0.00
16.775,0.0158088,0.00,-0.12
16.800,0.0158088,4.95E-4,-0.37
16.825,0.0158088,-0.02,-0.42
16.850,0.0232361,-0.04,0.05
16.875,-0.2589327,-0.02,0.72
16.900,-0.2830043,0.01,0.83
16.925,-0.0371802,0.04,0.24
16.950,0.0158088,0.02,-0.33
16.975,0.0158088,0.00,-0.41
17.000,0.0158088,0.00,-0.18
17.025,0.0158088,0.00,-0.02
17.050,0.0158088,0.00,-0.01
17.075,0.0158088,6.19E-5,-0.11
17.100,0.0158088,0.00,-0.18
17.125,0.0167369,-0.01,-0.07
17.150,-0.0148837,-0.01,0.20
17.175,-0.1603360,8.07E-4,0.36
17.200,-0.0018549,0.01,0.18
17.225,0.0158088,0.01,-0.09
17.250,0.0158088,0.00,-0.18
17.275,0.0158088,0.00,-0.09
17.300,0.0158088,0.00,-0.01
17.325,0.0158088,0.00,-0.01
17.350,0.0158088,6.19E-5,-0.14
17.375,0.0158088,0.00,-0.26
17.400,0.0167369,-0.02,-0.11
17.425,-0.0125659,-0.02,0.28
17.450,-0.2486140,6.52E-4,0.51
17.475,-0.0018549,0.02,0.25
17.500,0.0158088,0.02,-0.13
17.525,0.0158088,0.00,-0.26
17.550,0.0158088,0.00,-0.13
17.575,0.0158088,0.00,-0.01
17.600,0.0158088,0.00,0.00
