"Time (s) Monitor Run","Position (cm) Monitor Run","Velocity (m/s) Monitor Run","Acceleration (m/s²) Monitor Run"
1.400,0.0000000,0.00,0.00
1.425,0.0000000,0.00,0.00
1.450,0.0000000,0.00,0.00
1.475,0.0000000,0.00,2.16E-4
1.500,0.0000000,0.00,-0.01
1.525,0.0000000,3.23E-5,-0.02
1.550,0.0000000,0.00,-0.03
1.575,4.8504970E-4,0.00,-0.01
1.600,-0.0172000,0.00,0.04
1.625,-0.0172000,-6.46E-5,0.06
1.650,-0.0176847,0.00,0.04
1.675,0.0000000,0.00,-0.01
1.700,0.0000000,0.00,-0.03
1.725,0.0000000,0.00,-0.02
1.750,0.0000000,0.00,-0.01
1.775,0.0000000,0.00,2.16E-4
1.800,0.0000000,0.00,-0.01
1.825,0.0000000,3.23E-5,-0.02
1.850,0.0000000,0.00,-0.02
1.875,4.8504970E-4,0.00,0.01
1.900,-0.0172000,0.00,0.05
1.925,-0.0176847,0.00,0.05
1.950,0.0000000,0.00,0.01
1.975,0.0000000,0.00,-0.02
2.000,0.0000000,0.00,-0.02
2.025,0.0000000,0.00,-0.01
2.050,0.0000000,0.00,2.16E-4
2.075,0.0000000,0.00,-0.01
2.100,0.0000000,3.23E-5,-0.02
2.125,0.0000000,0.00,-0.01
2.150,4.8504970E-4,0.00,0.01
2.175,-0.0176847,-3.23E-5,0.03
2.200,0.0000000,0.00,0.02
2.225,0.0000000,0.00,-0.01
2.250,0.0000000,0.00,-0.02
2.275,0.0000000,0.00,-0.01
2.300,0.0000000,0.00,0.00
2.325,0.0000000,0.00,2.16E-4
2.350,0.0000000,0.00,-0.01
2.375,0.0000000,3.23E-5,-0.02
2.400,0.0000000,0.00,-0.01
2.425,4.8504970E-4,0.00,0.01
2.450,-0.0176847,-3.23E-5,0.03
2.475,0.0000000,0.00,0.02
2.500,0.0000000,0.00,-0.01
2.525,0.0000000,0.00,-0.02
2.550,0.0000000,0.00,-0.01
2.575,0.0000000,0.00,2.16E-4
2.600,0.0000000,0.00,-0.01
2.625,0.0000000,3.23E-5,-0.02
2.650,0.0000000,0.00,-0.03
2.675,4.8504970E-4,0.00,-0.02
2.700,-0.0172000,0.00,0.01
2.725,-0.0172000,0.00,0.04
2.750,-0.0172000,-3.23E-5,0.05
2.775,-0.0172000,0.00,0.04
2.800,-0.0176847,0.00,0.02
2.825,0.0000000,0.00,-0.01
2.850,0.0000000,0.00,-0.03
2.875,0.0000000,0.00,-0.03
2.900,0.0000000,3.23E-5,-0.03
2.925,0.0000000,0.00,-0.03
2.950,4.8504970E-4,0.00,-0.02
2.975,-0.0172000,0.00,0.01
3.000,-0.0172000,0.00,0.04
3.025,-0.0172000,-3.23E-5,0.05
3.050,-0.0172000,0.00,0.04
3.075,-0.0176847,0.00,0.02
3.100,0.0000000,0.00,-0.01
3.125,0.0000000,0.00,-0.03
3.150,0.0000000,0.00,-0.03
3.175,0.0000000,3.23E-5,-0.03
3.200,0.0000000,0.00,-0.03
3.225,4.8504970E-4,0.00,-0.02
3.250,-0.0172000,0.00,0.01
3.275,-0.0172000,0.00,0.04
3.300,-0.0172000,-3.23E-5,0.05
3.325,-0.0172000,0.00,0.04
3.350,-0.0176847,0.00,0.02
3.375,0.0000000,0.00,-0.01
3.400,0.0000000,0.00,-0.03
3.425,0.0000000,0.00,-0.03
3.450,0.0000000,3.23E-5,-0.03
3.475,0.0000000,0.00,-0.03
3.500,4.8504970E-4,0.00,-0.02
3.525,-0.0172000,0.00,0.01
3.550,-0.0172000,0.00,0.03
3.575,-0.0172000,0.00,0.03
3.600,-0.0172000,-3.23E-5,0.03
3.625,-0.0172000,0.00,0.03
3.650,-0.0176847,0.00,0.02
3.675,0.0000000,0.00,-0.01
3.700,0.0000000,0.00,-0.04
3.725,0.0000000,3.23E-5,-0.05
3.750,0.0000000,0.00,-0.04
3.775,4.8504970E-4,0.00,-0.02
3.800,-0.0172000,0.00,0.01
3.825,-0.0172000,0.00,0.03
3.850,-0.0172000,0.00,0.03
3.875,-0.0172000,-3.23E-5,0.03
3.900,-0.0172000,0.00,0.03
3.925,-0.0176847,0.00,0.02
3.950,0.0000000,0.00,-0.01
3.975,0.0000000,0.00,-0.04
4.000,0.0000000,3.23E-5,-0.05
4.025,0.0000000,0.00,-0.04
4.050,4.8504970E-4,0.00,-0.02
4.075,-0.0172000,0.00,0.01
4.100,-0.0172000,0.00,0.03
4.125,-0.0172000,0.00,0.03
4.150,-0.0172000,-3.23E-5,0.03
4.175,-0.0172000,0.00,0.03
4.200,-0.0176847,0.00,0.02
4.225,0.0000000,0.00,-0.02
4.250,0.0000000,0.00,-0.05
4.275,0.0000000,0.00,-0.05
4.300,4.8504970E-4,0.00,-0.02
4.325,-0.0172000,0.00,0.01
4.350,-0.0172000,0.00,0.03
4.375,-0.0172000,0.00,0.02
4.400,-0.0172000,0.00,0.02
4.425,-0.0172000,-3.23E-5,0.02
4.450,-0.0172000,0.00,0.03
4.475,-0.0176847,0.00,0.02
4.500,0.0000000,0.00,-0.01
4.525,0.0000000,0.00,-0.03
4.550,0.0000000,0.00,-0.03
4.575,0.0000000,3.23E-5,-0.03
4.600,0.0000000,0.00,-0.03
4.625,4.8504970E-4,0.00,-0.02
4.650,-0.0172000,0.00,0.01
4.675,-0.0172000,0.00,0.04
4.700,-0.0172000,-3.23E-5,0.05
4.725,-0.0172000,0.00,0.04
4.750,-0.0176847,0.00,0.02
4.775,0.0000000,0.00,-0.01
4.800,0.0000000,0.00,-0.03
4.825,0.0000000,0.00,-0.03
4.850,0.0000000,3.23E-5,-0.03
4.875,0.0000000,0.00,-0.03
4.900,4.8504970E-4,0.00,-0.02
4.925,-0.0172000,0.00,0.02
4.950,-0.0172000,0.00,0.05
4.975,-0.0172000,0.00,0.05
5.000,-0.0176847,0.00,0.02
5.025,0.0000000,0.00,-0.01
5.050,0.0000000,0.00,-0.03
5.075,0.0000000,0.00,-0.02
5.100,0.0000000,0.00,-0.02
5.125,0.0000000,3.23E-5,-0.02
5.150,0.0000000,0.00,-0.03
5.175,4.8504970E-4,0.00,-0.02
5.200,-0.0172000,0.00,0.02
5.225,-0.0172000,0.00,0.05
5.250,-0.0172000,0.00,0.05
5.275,-0.0176847,0.00,0.02
5.300,0.0000000,0.00,-0.01
5.325,0.0000000,0.00,-0.03
5.350,0.0000000,0.00,-0.02
5.375,0.0000000,0.00,-0.01
5.400,0.0000000,0.00,-0.01
5.425,0.0000000,3.23E-5,-0.02
5.450,0.0000000,0.00,-0.02
5.475,4.8504970E-4,0.00,0.01
5.500,-0.0172000,0.00,0.05
5.525,-0.0176847,0.00,0.05
5.550,0.0000000,0.00,0.01
5.575,0.0000000,0.00,-0.02
5.600,0.0000000,0.00,-0.02
5.625,0.0000000,0.00,-0.01
5.650,0.0000000,0.00,-0.01
5.675,0.0000000,3.23E-5,-0.02
5.700,0.0000000,0.00,-0.03
5.725,4.8504970E-4,0.00,-0.02
5.750,-0.0172000,0.00,0.02
5.775,-0.0172000,0.00,0.05
5.800,-0.0172000,0.00,0.05
5.825,-0.0176847,0.00,0.02
5.850,0.0000000,0.00,-0.01
5.875,0.0000000,0.00,-0.03
5.900,0.0000000,0.00,-0.02
5.925,0.0000000,0.00,-0.01
5.950,0.0000000,0.00,-0.01
5.975,0.0000000,3.23E-5,-0.02
6.000,0.0000000,0.00,-0.03
6.025,4.8504970E-4,0.00,-0.01
6.050,-0.0172000,0.00,0.04
6.075,-0.0172000,-6.46E-5,0.06
6.100,-0.0176847,0.00,0.04
6.125,0.0000000,0.00,-0.01
6.150,0.0000000,0.00,-0.03
6.175,0.0000000,0.00,-0.02
6.200,0.0000000,0.00,-0.01
6.225,0.0000000,0.00,2.16E-4
6.250,0.0000000,0.00,-0.01
6.275,0.0000000,3.23E-5,-0.02
6.300,0.0000000,0.00,-0.01
6.325,4.8504970E-4,0.00,0.01
6.350,-0.0176847,-3.23E-5,0.03
6.375,0.0000000,0.00,0.02
6.400,0.0000000,0.00,-0.01
6.425,0.0000000,0.00,-0.02
6.450,0.0000000,0.00,-0.01
6.475,0.0000000,0.00,0.00
6.500,0.0000000,0.00,0.00
6.525,0.0000000,0.00,0.00
6.550,0.0000000,0.00,0.00
6.575,0.0000000,0.00,0.00
6.600,0.0000000,0.00,0.00
6.625,0.0000000,0.00,0.00
6.650,0.0000000,0.00,0.00
6.675,0.0000000,0.00,0.00
6.700,0.0000000,0.00,0.00
6.725,0.0000000,0.00,0.00
6.750,0.0000000,0.00,0.00
6.775,0.0000000,0.00,0.00
6.800,0.0000000,0.00,0.00
6.825,0.0000000,0.00,0.00
6.850,0.0000000,0.00,0.00
6.875,0.0000000,0.00,0.00
6.900,0.0000000,0.00,0.00
6.925,0.0000000,0.00,0.00
6.950,0.0000000,0.00,0.00
6.975,0.0000000,0.00,0.00
7.000,0.0000000,0.00,0.00
7.025,0.0000000,0.00,0.00
7.050,0.0000000,0.00,2.16E-4
7.075,0.0000000,0.00,-0.01
7.100,0.0000000,3.23E-5,-0.02
7.125,0.0000000,0.00,-0.01
7.150,4.8504970E-4,0.00,0.01
7.175,-0.0176847,-3.23E-5,0.03
7.200,0.0000000,0.00,0.01
7.225,0.0000000,0.00,-0.05
7.250,0.0000000,0.00,-0.14
7.275,4.8504970E-4,-0.01,-0.23
7.300,-0.0157458,-0.01,-0.23
7.325,-0.0668652,-0.02,-0.12
7.350,-0.1361530,-0.02,-0.03
7.375,-0.1887187,-0.02,-0.12
7.400,-0.2049572,-0.02,-0.25
7.425,-0.2541603,-0.04,-0.17
7.450,-0.3908278,-0.04,0.08
7.475,-0.5704418,-0.03,0.12
7.500,-0.4610693,-0.02,-0.20
7.525,-0.5814861,-0.04,-0.50
7.550,-0.7004897,-0.06,-0.50
7.575,-0.8725241,-0.07,-0.24
7.600,-1.0445585,-0.07,0.04
7.625,-1.2170537,-0.06,0.25
7.650,-1.3727969,-0.05,0.40
7.675,-1.4941242,-0.04,0.42
7.700,-1.5810397,-0.03,0.32
7.725,-1.6326428,-0.02,0.14
7.750,-1.6837945,-0.02,-0.01
7.775,-1.7526000,-0.03,-0.07
7.800,-1.8214056,-0.03,-0.05
7.825,-1.8897638,-0.03,-0.01
7.850,-1.9762179,-0.03,0.02
7.875,-2.0454676,-0.03,-0.01
7.900,-2.0961844,-0.03,-0.05
7.925,-2.1821930,-0.03,-0.05
7.950,-2.2686413,-0.03,-0.03
7.975,-2.3370085,-0.03,0.01
8.000,-2.4230171,-0.03,0.13
8.025,-2.5094606,-0.03,0.42
8.050,-2.5791331,-0.02,0.92
8.075,-2.6161309,0.01,1.63
8.100,-2.5512422,0.06,2.32
8.125,-2.3329595,0.14,2.78
8.150,-1.9103202,0.21,2.86
8.175,-1.2047768,0.28,2.26
8.200,-0.5468167,0.35,0.51
8.225,0.5761787,0.34,-2.51
8.250,1.4855902,0.23,-5.66
8.275,1.8659577,0.02,-7.26
8.300,1.6067072,-0.19,-6.31
8.325,0.8050708,-0.33,-2.94
8.350,-0.2655352,-0.36,1.62
8.375,-1.2422543,-0.24,5.44
8.400,-1.7656432,-0.03,6.89
8.425,-1.3422696,0.16,5.71
8.450,-0.6724636,0.27,2.97
8.475,0.0072297,0.31,-0.33
8.500,0.9799376,0.26,-3.62
8.525,1.5985660,0.12,-6.04
8.550,1.6500593,-0.08,-6.46
8.575,1.1282106,-0.25,-4.43
8.600,0.1993856,-0.33,-0.74
8.625,-0.7728863,-0.30,3.15
8.650,-1.4574411,-0.15,5.88
8.675,-1.6448514,0.04,6.54
8.700,-1.2432884,0.22,4.93
8.725,-0.4222893,0.32,1.61
8.750,0.5457780,0.31,-2.27
8.775,1.3162182,0.19,-5.34
8.800,1.6083925,0.00,-6.50
8.825,1.3297119,-0.18,-5.21
8.850,0.5777127,-0.30,-1.92
8.875,-0.3736319,-0.29,1.87
8.900,-1.1844932,-0.18,4.56
8.925,-1.2764761,-0.03,5.45
8.950,-1.1449050,0.12,4.85
8.975,-0.7988603,0.23,2.94
9.000,0.1137216,0.29,-0.15
9.025,0.9657737,0.24,-3.55
9.050,1.4802293,0.09,-5.81
9.075,1.4607419,-0.09,-5.70
9.100,0.9362845,-0.24,-3.40
9.125,0.0931451,-0.28,-0.09
9.150,-0.7832206,-0.23,2.94
9.175,-1.0757201,-0.12,4.88
9.200,-1.3846896,0.03,5.45
9.225,-1.0700637,0.18,4.27
9.250,-0.2996314,0.28,1.39
9.275,0.5836216,0.27,-2.20
9.300,1.2322838,0.15,-5.00
9.325,1.4545685,-0.02,-5.73
9.350,1.1388205,-0.18,-4.19
9.375,0.4374895,-0.26,-1.17
9.400,-0.4367213,-0.23,1.87
9.425,-0.8176323,-0.14,3.85
9.450,-1.1235508,-0.02,4.62
9.475,-0.9204660,0.10,4.21
9.500,-0.6079711,0.22,2.51
9.525,0.2369395,0.26,-0.45
9.550,0.9864951,0.20,-3.59
9.575,1.3790757,0.05,-5.44
9.600,1.2896575,-0.11,-5.17
9.625,0.7286818,-0.24,-2.79
9.650,-0.0819303,-0.28,0.73
9.675,-0.8473615,-0.20,3.83
9.700,-1.3326510,-0.04,5.13
9.725,-1.0273413,0.10,4.42
9.750,-0.5622449,0.19,2.58
9.775,-0.1420989,0.23,0.29
9.800,0.6381681,0.21,-2.25
9.825,1.1832391,0.12,-4.41
9.850,1.3179394,-0.04,-5.16
9.875,0.9661745,-0.18,-3.75
9.900,0.2800789,-0.26,-0.70
9.925,-0.4998485,-0.22,2.57
9.950,-1.1040407,-0.10,4.51
9.975,-0.9869142,0.05,4.47
10.000,-0.7560472,0.15,3.06
10.025,-0.1501330,0.20,1.05
10.050,0.2914379,0.21,-1.14
10.075,0.9374356,0.15,-3.28
10.100,1.2429891,0.03,-4.61
10.125,1.0993178,-0.12,-4.30
10.150,0.5712515,-0.22,-2.15
10.175,-0.1532029,-0.25,0.92
10.200,-0.8334326,-0.16,3.47
10.225,-1.1960224,-0.04,4.54
10.250,-0.8474809,0.09,4.03
10.275,-0.6896499,0.18,2.44
10.300,-0.0017152,0.22,0.07
10.325,0.6755362,0.20,-2.51
10.350,1.1174926,0.08,-4.37
10.375,1.1458671,-0.06,-4.64
10.400,0.7930342,-0.18,-3.16
10.425,0.1399135,-0.24,-0.57
10.450,-0.5543293,-0.21,2.21
10.475,-1.0459512,-0.11,4.19
10.500,-1.1774453,0.03,4.69
10.525,-0.8935509,0.16,3.52
10.550,-0.2943661,0.23,1.11
10.575,0.3975173,0.22,-1.68
10.600,0.9404577,0.13,-3.85
10.625,1.1418024,-8.76E-4,-4.62
10.650,0.9272111,-0.13,-3.76
10.675,0.3976267,-0.21,-1.59
10.700,-0.2765762,-0.22,1.10
10.725,-0.8529803,-0.15,3.37
10.750,-1.1212383,-0.03,4.43
10.775,-1.0101506,0.10,3.96
10.800,-0.5507389,0.19,2.12
10.825,0.0861633,0.22,-0.45
10.850,0.6952211,0.17,-2.87
10.875,1.0502121,0.06,-4.28
10.900,1.0269339,-0.07,-4.15
10.925,0.6194100,-0.18,-2.52
10.950,0.0174740,-0.22,-0.02
10.975,-0.6087970,-0.18,2.41
11.000,-0.9971349,-0.08,3.93
11.025,-1.0226980,0.05,4.08
11.050,-0.7374493,0.15,2.85
11.075,-0.1893251,0.21,0.65
11.100,0.4343631,0.19,-1.80
11.125,0.8908800,0.10,-3.62
11.150,1.0218767,-0.02,-4.15
11.175,0.7890246,-0.13,-3.19
11.200,0.2751690,-0.20,-1.12
11.225,-0.3306040,-0.19,1.31
11.250,-0.8204451,-0.12,3.24
11.275,-1.0189819,-0.01,4.02
11.300,-0.8721575,0.10,3.40
11.325,-0.4289996,0.18,1.62
11.350,0.1573544,0.20,-0.72
11.375,0.6800218,0.14,-2.81
11.400,0.9657218,0.04,-3.90
11.425,0.8887648,-0.08,-3.59
11.450,0.4974396,-0.17,-2.02
11.475,-0.0537971,-0.19,0.25
11.500,-0.5930096,-0.15,2.42
11.525,-0.9292665,-0.06,3.69
11.550,-0.9213989,0.06,3.61
11.575,-0.5636655,0.15,2.26
11.600,-0.0837843,0.18,0.19
11.625,0.4540235,0.16,-1.90
11.650,0.8240954,0.08,-3.32
11.675,0.8842381,-0.03,-3.58
11.700,0.6503453,-0.13,-2.60
11.725,0.1694529,-0.18,-0.70
11.750,-0.3497269,-0.17,1.42
11.775,-0.7707126,-0.10,3.03
11.800,-0.8995375,0.01,3.54
11.825,-0.7164970,0.10,2.81
11.850,-0.3067671,0.17,1.12
11.875,0.2113683,0.17,-0.95
11.900,0.6481220,0.11,-2.68
11.925,0.8463138,0.02,-3.45
11.950,0.7333936,-0.09,-2.98
11.975,0.3582740,-0.15,-1.46
12.000,-0.1427454,-0.17,0.55
12.025,-0.5781713,-0.12,2.32
12.050,-0.8270055,-0.03,3.26
12.075,-0.7829183,0.06,3.06
12.100,-0.4600477,0.14,1.78
12.125,0.0045866,0.16,-0.10
12.150,0.4559993,0.13,-1.92
12.175,0.7568000,0.05,-3.06
12.200,0.7643049,-0.04,-3.10
12.225,0.5111816,-0.12,-2.05
12.250,0.0819403,-0.16,-0.27
12.275,-0.3870086,-0.14,1.60
12.300,-0.7037871,-0.07,2.82
12.325,-0.7633768,0.03,3.01
12.350,-0.5254906,0.10,2.14
12.375,-0.1845151,0.14,0.61
12.400,0.2653930,0.14,-1.12
12.425,0.6162158,0.08,-2.48
12.450,0.7263965,0.00,-2.97
12.475,0.5952358,-0.09,-2.40
12.500,0.2358439,-0.14,-0.96
12.525,-0.1962966,-0.14,0.79
12.550,-0.5633360,-0.09,2.23
12.575,-0.7252232,-0.01,2.85
12.600,-0.6272324,0.07,2.46
12.625,-0.3382786,0.12,1.24
12.650,0.0757823,0.14,-0.39
12.675,0.4412736,0.10,-1.86
12.700,0.6545963,0.03,-2.67
12.725,0.6266636,-0.05,-2.54
12.750,0.3720346,-0.11,-1.52
12.775,-0.0065320,-0.13,0.03
12.800,-0.3889183,-0.11,1.56
12.825,-0.6364000,-0.05,2.50
12.850,-0.6420664,0.03,2.54
12.875,-0.4395250,0.10,1.69
12.900,-0.0966284,0.13,0.27
12.925,0.2850389,0.11,-1.22
12.950,0.5489119,0.06,-2.25
12.975,0.6064745,-0.02,-2.47
13.000,0.4560949,-0.08,-1.83
13.025,0.1478479,-0.12,-0.58
13.050,-0.2159085,-0.11,0.86
13.075,-0.4959493,-0.07,1.98
13.100,-0.6048377,0.00,2.40
13.125,-0.5063986,0.07,1.99
13.150,-0.2336877,0.11,0.87
13.175,0.1293104,0.12,-0.56
13.200,0.4260515,0.08,-1.77
13.225,0.5695857,0.01,-2.32
13.250,0.5057322,-0.05,-2.04
13.275,0.2673173,-0.10,-1.05
13.300,-0.0600909,-0.11,0.27
13.325,-0.3741020,-0.08,1.47
13.350,-0.5336744,-0.03,2.14
13.375,-0.5212208,0.04,2.06
13.400,-0.3354100,0.09,1.27
13.425,-0.0259214,0.11,0.03
13.450,0.2870014,0.09,-1.19
13.475,0.4811053,0.04,-1.97
13.500,0.5032559,-0.02,-2.04
13.525,0.3518732,-0.07,-1.40
13.550,0.0770719,-0.10,-0.29
13.575,-0.2173510,-0.09,0.90
13.600,-0.4457716,-0.05,1.77
13.625,-0.5021250,0.01,1.99
13.650,-0.3850827,0.06,1.51
13.675,-0.1457961,0.09,0.51
13.700,0.1484559,0.09,-0.66
13.725,0.3759372,0.06,-1.56
13.750,0.4668719,0.00,-1.89
13.775,0.3843127,-0.05,-1.55
13.800,0.1798182,-0.08,-0.70
13.825,-0.0969197,-0.09,0.38
13.850,-0.3234500,-0.06,1.31
13.875,-0.4481522,-0.02,1.79
13.900,-0.4180435,0.04,1.63
13.925,-0.2308064,0.08,0.89
13.950,0.0276017,0.09,-0.16
13.975,0.2712763,0.07,-1.14
14.000,0.4132933,0.02,-1.68
14.025,0.4000374,-0.03,-1.61
14.050,0.2471698,-0.07,-0.99
14.075,0.0239973,-0.08,-0.05
14.100,-0.2192741,-0.07,0.89
14.125,-0.3779225,-0.03,1.50
14.150,-0.3989394,0.02,1.57
14.175,-0.2809531,0.06,1.09
14.200,-0.0750860,0.08,0.25
14.225,0.1499196,0.07,-0.65
14.250,0.3253254,0.04,-1.33
14.275,0.3808633,0.00,-1.54
14.300,0.2978010,-0.05,-1.19
14.325,0.1095340,-0.07,-0.42
14.350,-0.1155727,-0.07,0.49
14.375,-0.2904831,-0.04,1.19
14.400,-0.3631111,0.00,1.44
14.425,-0.2967120,0.04,1.18
14.450,-0.1433861,0.06,0.52
14.475,0.0639368,0.07,-0.30
14.500,0.2383510,0.05,-1.00
14.525,0.3277832,0.01,-1.33
14.550,0.2963277,-0.03,-1.19
14.575,0.1601707,-0.06,-0.63
14.600,-0.0295555,-0.06,0.13
14.625,-0.2035142,-0.05,0.83
14.650,-0.3100788,-0.02,1.22
14.675,-0.2952748,0.02,1.17
14.700,-0.1940116,0.05,0.71
14.725,-0.0220460,0.06,0.03
14.750,0.1518715,0.05,-0.65
14.775,0.2575098,0.02,-1.07
14.800,0.2776530,-0.01,-1.11
14.825,0.1931112,-0.04,-0.77
14.850,0.0564617,-0.05,-0.17
14.875,-0.1175039,-0.05,0.46
14.900,-0.2226388,-0.03,0.91
14.925,-0.2594396,0.00,1.03
14.950,-0.2097659,0.03,0.81
14.975,-0.0903491,0.05,0.31
15.000,0.0653956,0.05,-0.31
15.025,0.1877336,0.03,-0.80
15.050,0.2422697,0.00,-0.97
15.075,0.1921333,-0.02,-0.78
15.100,0.0894078,-0.04,-0.36
15.125,-0.0310091,-0.04,0.16
15.150,-0.1528721,-0.03,0.61
15.175,-0.2240806,-0.01,0.87
15.200,-0.2088043,0.02,0.81
15.225,-0.1237780,0.04,0.46
15.250,-0.0033948,0.04,-0.06
15.275,0.1184504,0.03,-0.53
15.300,0.1896888,0.01,-0.79
15.325,0.1734655,-0.01,-0.76
15.350,0.1238126,-0.03,-0.46
15.375,0.0029106,-0.04,-0.01
15.400,-0.1012679,-0.03,0.42
15.425,-0.1720000,-0.01,0.68
15.450,-0.1734447,0.01,0.69
15.475,-0.1228129,0.02,0.46
15.500,-0.0373058,0.03,0.10
15.525,0.0668545,0.03,-0.30
15.550,0.1371122,0.02,-0.58
15.575,0.1557763,0.00,-0.65
15.600,0.1228375,-0.02,-0.48
15.625,0.0368289,-0.03,-0.14
15.650,-0.0496638,-0.03,0.22
15.675,-0.1199174,-0.02,0.48
15.700,-0.1380823,-4.19E-4,0.55
15.725,-0.1223304,0.01,0.44
15.750,-0.0535359,0.02,0.17
15.775,0.0152586,0.02,-0.14
15.800,0.0855132,0.02,-0.37
15.825,0.1036871,0.00,-0.45
15.850,0.0869736,-0.01,-0.38
15.875,0.0535444,-0.02,-0.19
15.900,-0.0157458,-0.02,0.06
15.925,-0.0678326,-0.02,0.29
15.950,-0.1036830,0.00,0.39
15.975,-0.0869666,0.01,0.33
16.000,-0.0530519,0.01,0.17
16.025,-9.7004120E-4,0.02,-0.03
16.050,0.0334286,0.01,-0.20
16.075,0.0688000,0.00,-0.30
16.100,0.0697729,0.00,-0.28
16.125,0.0353715,-0.01,-0.15
16.150,9.7011880E-4,-0.01,0.01
16.175,-0.0339156,-0.01,0.14
16.200,-0.0516000,0.00,0.20
16.225,-0.0516000,9.85E-4,0.21
16.250,-0.0525680,0.01,0.16
16.275,-0.0181694,0.01,0.04
16.300,0.0167146,0.01,-0.08
16.325,0.0344000,0.00,-0.16
16.350,0.0344000,1.29E-4,-0.17
16.375,0.0348857,0.00,-0.12
16.400,0.0181708,-0.01,-0.04
16.425,-0.0172000,-0.01,0.05
16.450,-0.0167153,0.00,0.11
16.475,-0.0348843,-6.46E-5,0.11
16.500,-0.0172000,0.00,0.06
16.525,-0.0176847,0.00,0.01
16.550,0.0000000,0.00,-0.03
16.575,0.0000000,0.00,-0.04
16.600,0.0000000,0.00,-0.02
16.625,0.0000000,0.00,-0.01
16.650,0.0000000,0.00,0.00
16.675,0.0000000,0.00,0.00
16.700,0.0000000,0.00,0.00
16.725,0.0000000,0.00,0.00
16.750,0.0000000,0.00,0.00
16.775,0.0000000,0.00,0.00
16.800,0.0000000,0.00,0.00
16.825,0.0000000,0.00,0.00
16.850,0.0000000,0.00,0.00
16.875,0.0000000,0.00,0.00
16.900,0.0000000,0.00,0.00
16.925,0.0000000,0.00,0.00
16.950,0.0000000,0.00,0.00
16.975,0.0000000,0.00,0.00
17.000,0.0000000,0.00,0.00
17.025,0.0000000,0.00,0.00
17.050,0.0000000,0.00,2.16E-4
17.075,0.0000000,0.00,-0.01
17.100,0.0000000,3.23E-5,-0.02
17.125,0.0000000,0.00,-0.01
17.150,4.8504970E-4,0.00,0.01
17.175,-0.0176847,-3.23E-5,0.03
17.200,0.0000000,0.00,0.02
17.225,0.0000000,0.00,-0.01
17.250,0.0000000,0.00,-0.02
17.275,0.0000000,0.00,-0.01
17.300,0.0000000,0.00,0.00
17.325,0.0000000,0.00,2.16E-4
17.350,0.0000000,0.00,-0.01
17.375,0.0000000,3.23E-5,-0.02
17.400,0.0000000,0.00,-0.02
17.425,4.8504970E-4,0.00,0.01
17.450,-0.0172000,0.00,0.05
17.475,-0.0176847,0.00,0.05
17.500,0.0000000,0.00,0.01
17.525,0.0000000,0.00,-0.02
17.550,0.0000000,0.00,-0.02
17.575,0.0000000,0.00,-0.01
17.600,0.0000000,0.00,2.16E-4
17.625,0.0000000,0.00,-0.01
17.650,0.0000000,3.23E-5,-0.02
17.675,0.0000000,0.00,-0.02
17.700,4.8504970E-4,0.00,0.01
17.725,-0.0172000,0.00,0.05
