"Time (s) Monitor Run","Position (cm) Monitor Run","Velocity (m/s) Monitor Run","Acceleration (m/s²) Monitor Run"
2.300,-4.8092162E-4,0.00,0.05
2.325,-4.8092162E-4,0.00,0.02
2.350,-9.6182400E-4,0.00,-0.03
2.375,0.0172003,0.00,-0.06
2.400,0.0000000,0.00,0.00
2.425,-0.0176809,0.00,0.08
2.450,-0.0181615,0.00,0.09
2.475,-9.6182400E-4,0.00,0.03
2.500,0.0167191,0.00,-0.06
2.525,0.0167191,6.41E-5,-0.08
2.550,0.0172003,0.00,-0.02
2.575,-4.8092162E-4,0.00,0.04
2.600,-9.6182400E-4,0.00,0.04
2.625,0.0167191,0.00,-0.01
2.650,0.0167191,6.41E-5,-0.05
2.675,0.0172003,0.00,-0.02
2.700,-4.8092162E-4,0.00,0.04
2.725,-9.6182400E-4,0.00,0.05
2.750,0.0167191,0.00,0.00
2.775,0.0167191,0.00,-0.05
2.800,0.0167191,0.00,-0.05
2.825,0.0172003,0.00,-0.02
2.850,-4.8092162E-4,0.00,0.04
2.875,-4.8092162E-4,-6.41E-5,0.06
2.900,-9.6182400E-4,0.00,0.04
2.925,0.0167191,0.00,-0.01
2.950,0.0167191,0.00,-0.03
2.975,0.0167191,0.00,-0.02
3.000,0.0167191,0.00,-0.01
3.025,0.0167191,0.00,-0.01
3.050,0.0167191,3.21E-5,-0.02
3.075,0.0167191,0.00,-0.02
3.100,0.0172003,0.00,0.01
3.125,-4.8092162E-4,0.00,0.05
3.150,-9.6182400E-4,0.00,0.05
3.175,0.0167191,0.00,0.01
3.200,0.0167191,0.00,-0.02
3.225,0.0167191,0.00,-0.02
3.250,0.0167191,0.00,-0.01
3.275,0.0167191,0.00,2.14E-4
3.300,0.0167191,0.00,-0.01
3.325,0.0167191,3.21E-5,-0.02
3.350,0.0167191,0.00,-0.01
3.375,0.0172003,0.00,0.01
3.400,-9.6182400E-4,-3.21E-5,0.03
3.425,0.0167191,0.00,0.02
3.450,0.0167191,0.00,-0.01
3.475,0.0167191,3.21E-5,-0.03
3.500,0.0167191,0.00,-0.02
3.525,0.0172003,0.00,0.01
3.550,-9.6182400E-4,-3.21E-5,0.03
3.575,0.0167191,0.00,0.02
3.600,0.0167191,0.00,-0.01
3.625,0.0167191,0.00,-0.02
3.650,0.0167191,0.00,-0.01
3.675,0.0167191,0.00,0.00
3.700,0.0167191,0.00,0.00
3.725,0.0167191,0.00,0.00
3.750,0.0167191,0.00,0.00
3.775,0.0167191,0.00,0.00
3.800,0.0167191,0.00,0.00
3.825,0.0167191,0.00,0.00
3.850,0.0167191,0.00,0.00
3.875,0.0167191,0.00,0.00
3.900,0.0167191,0.00,0.00
3.925,0.0167191,0.00,0.00
3.950,0.0167191,0.00,0.00
3.975,0.0167191,0.00,0.00
4.000,0.0167191,0.00,0.00
4.025,0.0167191,0.00,0.00
4.050,0.0167191,0.00,0.00
4.075,0.0167191,0.00,0.00
4.100,0.0167191,0.00,0.00
4.125,0.0167191,0.00,0.00
4.150,0.0167191,0.00,0.00
4.175,0.0167191,0.00,0.00
4.200,0.0167191,0.00,0.00
4.225,0.0167191,0.00,0.00
4.250,0.0167191,0.00,0.00
4.275,0.0167191,0.00,0.00
4.300,0.0167191,0.00,0.00
4.325,0.0167191,0.00,0.00
4.350,0.0167191,0.00,0.00
4.375,0.0167191,0.00,0.00
4.400,0.0167191,0.00,0.00
4.425,0.0167191,0.00,0.00
4.450,0.0167191,0.00,2.14E-4
4.475,0.0167191,0.00,-0.01
4.500,0.0167191,3.21E-5,-0.06
4.525,0.0167191,-9.54E-4,-0.21
4.550,0.0172003,-0.01,-0.45
4.575,0.0019239,-0.02,-0.69
4.600,-0.0821674,-0.05,-0.77
4.625,-0.2360427,-0.07,-0.67
4.650,-0.4243393,-0.08,-0.49
4.675,-0.6479974,-0.09,-0.30
4.700,-0.8707283,-0.10,-0.14
4.725,-1.1292642,-0.10,0.00
4.750,-1.3705853,-0.09,0.08
4.775,-1.5942434,-0.09,0.14
4.800,-1.8179016,-0.09,0.34
4.825,-2.0419999,-0.08,1.20
4.850,-2.2506296,-0.05,2.95
4.875,-2.3775479,0.05,4.72
4.900,-2.2626211,0.22,4.98
4.925,-1.2345921,0.36,2.94
4.950,-0.0937123,0.39,-0.46
4.975,0.7845783,0.32,-3.78
5.000,1.6086227,0.18,-6.12
5.025,1.8841726,0.00,-6.92
5.050,1.5715997,-0.20,-5.77
5.075,0.7693940,-0.33,-2.74
5.100,-0.2844183,-0.35,1.19
5.125,-1.2256451,-0.26,4.54
5.150,-1.7390193,-0.09,6.24
5.175,-1.6994889,0.09,6.09
5.200,-1.1897374,0.23,4.37
5.225,-0.4573720,0.33,1.39
5.250,0.5228932,0.32,-2.34
5.275,1.4892799,0.21,-5.45
5.300,1.7293137,0.00,-6.41
5.325,1.4151249,-0.17,-5.13
5.350,0.6541973,-0.26,-2.58
5.375,0.0226250,-0.30,0.38
5.400,-0.8051641,-0.25,3.42
5.425,-1.6018765,-0.12,5.62
5.450,-1.5452314,0.07,5.75
5.475,-1.0169648,0.22,3.75
5.500,-0.3132911,0.27,0.65
5.525,0.4286078,0.24,-2.32
5.550,1.0780942,0.14,-4.37
5.575,1.2637244,-6.69E-4,-5.05
5.600,0.9762311,-0.14,-4.23
5.625,0.5204289,-0.23,-2.14
5.650,-0.2552208,-0.26,0.72
5.675,-1.0051429,-0.20,3.46
5.700,-1.3954930,-0.06,4.96
5.725,-1.3371437,0.09,4.63
5.750,-0.8790146,0.19,2.78
5.775,-0.1882271,0.24,0.27
5.800,0.3794867,0.21,-2.10
5.825,0.9415211,0.12,-3.80
5.850,1.0896544,0.00,-4.38
5.875,0.8729754,-0.13,-3.67
5.900,0.4141981,-0.21,-1.81
5.925,-0.2585539,-0.23,0.72
5.950,-0.8856167,-0.17,3.11
5.975,-1.2407054,-0.05,4.51
6.000,-1.1815132,0.08,4.36
6.025,-0.7577800,0.19,2.73
6.050,-0.1051548,0.24,0.22
6.075,0.5710258,0.20,-2.38
6.100,1.0462098,0.11,-4.23
6.125,1.1417717,-0.03,-4.60
6.150,0.9143867,-0.16,-3.26
6.175,0.2066661,-0.22,-0.83
6.200,-0.4382378,-0.20,1.53
6.225,-0.7847025,-0.12,3.06
6.250,-1.0510606,-0.03,3.69
6.275,-1.0077570,0.07,3.43
6.300,-0.6518532,0.16,2.24
6.325,-0.1022838,0.20,0.27
6.350,0.4693517,0.18,-1.96
6.375,0.8904280,0.10,-3.67
6.400,1.0213380,-0.03,-4.08
6.425,0.7918992,-0.14,-2.87
6.450,0.1526062,-0.19,-0.64
6.475,-0.4057160,-0.17,1.44
6.500,-0.6828738,-0.10,2.67
6.525,-0.8962699,-0.02,3.10
6.550,-0.8511672,0.06,2.84
6.575,-0.5635615,0.14,1.86
6.600,-0.0998908,0.17,0.23
6.625,0.3853465,0.15,-1.57
6.650,0.7361452,0.08,-2.94
6.675,0.8477957,-0.01,-3.44
6.700,0.6644859,-0.11,-2.71
6.725,0.2750303,-0.17,-0.88
6.750,-0.3512552,-0.16,1.26
6.775,-0.7396148,-0.09,2.67
6.800,-0.7591439,0.00,2.92
6.825,-0.6954861,0.07,2.34
6.850,-0.4413391,0.12,1.30
6.875,-0.0454412,0.14,2.97E-5
6.900,0.3357169,0.12,-1.37
6.925,0.6167461,0.06,-2.49
6.950,0.6914771,-0.01,-2.86
6.975,0.5607461,-0.10,-2.18
7.000,0.1875133,-0.14,-0.59
7.025,-0.3922963,-0.13,1.15
7.050,-0.5294479,-0.07,2.21
7.075,-0.6912835,0.00,2.46
7.100,-0.5918481,0.06,2.05
7.125,-0.3539578,0.11,1.17
7.150,-0.0105758,0.13,-0.07
7.175,0.3543750,0.10,-1.37
7.200,0.5833339,0.05,-2.25
7.225,0.6231595,-0.02,-2.43
7.250,0.4732364,-0.09,-1.80
7.275,0.1477644,-0.12,-0.55
7.300,-0.2336609,-0.12,0.89
7.325,-0.5131863,-0.07,1.99
7.350,-0.6401578,0.00,2.36
7.375,-0.5230674,0.06,1.95
7.400,-0.2847102,0.10,0.98
7.425,0.0429288,0.11,-0.21
7.450,0.3376670,0.09,-1.31
7.475,0.5494272,0.04,-2.03
7.500,0.5715503,-0.02,-2.15
7.525,0.4201483,-0.08,-1.58
7.550,0.1472803,-0.11,-0.49
7.575,-0.2174089,-0.11,0.80
7.600,-0.4620508,-0.07,1.81
7.625,-0.5699590,0.00,2.19
7.650,-0.5068135,0.06,1.82
7.675,-0.2321776,0.10,0.86
7.700,0.0610869,0.10,-0.29
7.725,0.3214456,0.08,-1.28
7.750,0.4983191,0.03,-1.83
7.775,0.5022468,-0.02,-1.86
7.800,0.3680433,-0.07,-1.35
7.825,0.1104492,-0.10,-0.41
7.850,-0.1653167,-0.10,0.70
7.875,-0.4281191,-0.06,1.63
7.900,-0.5188336,0.00,1.98
7.925,-0.4370914,0.05,1.62
7.950,-0.1968357,0.09,0.73
7.975,0.0615689,0.09,-0.31
8.000,0.3052229,0.07,-1.19
8.025,0.4467191,0.03,-1.68
8.050,0.4506386,-0.02,-1.65
8.075,0.3159404,-0.07,-1.12
8.100,0.0750730,-0.09,-0.23
8.125,-0.1672276,-0.08,0.71
8.150,-0.3597860,-0.05,1.42
8.175,-0.4328422,0.00,1.64
8.200,-0.3496941,0.05,1.32
8.225,-0.1614909,0.07,0.60
8.250,0.0625330,0.08,-0.25
8.275,0.2713146,0.06,-1.01
8.300,0.3951191,0.02,-1.46
8.325,0.3985413,-0.02,-1.46
8.350,0.2810441,-0.06,-0.98
8.375,0.0569038,-0.08,-0.17
8.400,-0.1505018,-0.07,0.68
8.425,-0.3263321,-0.04,1.27
8.450,-0.3635755,0.00,1.42
8.475,-0.2976306,0.04,1.13
8.500,-0.1261433,0.07,0.50
8.525,0.0630151,0.07,-0.26
8.550,0.2546030,0.05,-0.94
8.575,0.3612072,0.02,-1.32
8.600,0.3469341,-0.02,-1.27
8.625,0.2284595,-0.05,-0.78
8.650,0.0392178,-0.07,-0.06
8.675,-0.1519357,-0.06,0.65
8.700,-0.2747301,-0.03,1.10
8.725,-0.3119796,0.00,1.19
8.750,-0.2450891,0.04,0.93
8.775,-0.1084684,0.06,0.41
8.800,0.0639793,0.06,-0.24
8.825,0.2206924,0.04,-0.81
8.850,0.3096062,0.01,-1.13
8.875,0.2948400,-0.02,-1.07
8.900,0.1930821,-0.05,-0.67
8.925,0.0387360,-0.06,-0.05
8.950,-0.1352116,-0.05,0.57
8.975,-0.2408048,-0.02,0.97
9.000,-0.2599081,0.01,1.03
9.025,-0.2106946,0.03,0.77
9.050,-0.0731166,0.05,0.29
9.075,0.0649435,0.05,-0.25
9.100,0.1867804,0.03,-0.70
9.125,0.2580052,0.01,-0.96
9.150,0.2427480,-0.02,-0.90
9.175,0.1586759,-0.04,-0.51
9.200,0.0033670,-0.05,0.06
9.225,-0.1366464,-0.04,0.55
9.250,-0.1892038,-0.02,0.80
9.275,-0.2083112,0.01,0.79
9.300,-0.1581475,0.03,0.57
9.325,-0.0554396,0.04,0.20
9.350,0.0659079,0.04,-0.23
9.375,0.1528671,0.03,-0.58
9.400,0.2064041,0.01,-0.76
9.425,0.1906580,-0.02,-0.70
9.450,0.1233028,-0.03,-0.40
9.475,0.0028859,-0.04,0.05
9.500,-0.1199239,-0.03,0.46
9.525,-0.1548031,-0.01,0.67
9.550,-0.1739133,0.01,0.65
9.575,-0.1232732,0.02,0.45
9.600,-0.0372818,0.03,0.15
9.625,0.0487096,0.03,-0.20
9.650,0.1361518,0.02,-0.49
9.675,0.1720034,0.00,-0.63
9.700,0.1562553,-0.01,-0.55
9.725,0.0879325,-0.03,-0.28
9.750,0.0019239,-0.03,0.08
9.775,-0.0855225,-0.02,0.37
9.800,-0.1208809,-0.01,0.51
9.825,-0.1218379,0.01,0.49
9.850,-0.0883975,0.02,0.32
9.875,-0.0196030,0.02,0.08
9.900,0.0496733,0.02,-0.17
9.925,0.1022361,0.01,-0.36
9.950,0.1199191,0.00,-0.44
9.975,0.1213691,-0.01,-0.39
10.000,0.0702484,-0.02,-0.21
10.025,9.6190095E-4,-0.02,0.05
10.050,-0.0511211,-0.02,0.26
10.075,-0.0864809,-0.01,0.37
10.100,-0.0874393,0.00,0.34
10.125,-0.0530406,0.01,0.22
10.150,-0.0191225,0.02,0.05
10.175,0.0329559,0.02,-0.12
10.200,0.0678368,0.01,-0.24
10.225,0.0860017,0.00,-0.28
10.250,0.0688014,-0.01,-0.23
10.275,0.0520830,-0.01,-0.12
10.300,0.0181629,-0.01,0.03
10.325,-0.0348809,-0.01,0.17
10.350,-0.0348809,0.00,0.21
10.375,-0.0353611,0.00,0.16
10.400,-0.0181615,0.01,0.08
10.425,-9.6182400E-4,0.01,0.00
10.450,0.0162378,0.01,-0.06
10.475,0.0339191,0.00,-0.10
10.500,0.0339191,6.42E-5,-0.11
10.525,0.0344007,0.00,-0.09
10.550,0.0167191,0.00,-0.05
10.575,0.0176816,-0.01,0.02
10.600,-0.0176809,0.00,0.09
10.625,-0.0181615,-9.62E-5,0.11
10.650,-4.8092162E-4,0.00,0.06
10.675,-9.6182400E-4,0.00,0.00
10.700,0.0167191,0.00,-0.04
10.725,0.0167191,0.00,-0.04
10.750,0.0167191,0.00,-0.03
10.775,0.0167191,3.21E-5,-0.05
10.800,0.0167191,0.00,-0.08
10.825,0.0172003,0.00,-0.06
10.850,4.8094086E-4,-0.01,0.04
10.875,-0.0348809,0.00,0.15
10.900,-0.0358413,0.00,0.15
10.925,-9.6182400E-4,0.01,0.04
10.950,0.0167191,0.00,-0.07
10.975,0.0167191,0.00,-0.09
11.000,0.0167191,0.00,-0.05
11.025,0.0172003,0.00,2.13E-4
11.050,-9.6182400E-4,0.00,-0.01
11.075,0.0167191,9.62E-5,-0.06
11.100,0.0172003,0.00,-0.07
11.125,4.8094086E-4,-0.01,0.02
11.150,-0.0348809,0.00,0.14
11.175,-0.0358413,0.00,0.15
11.200,-9.6182400E-4,0.01,0.03
11.225,0.0167191,0.00,-0.08
11.250,0.0167191,6.41E-5,-0.11
11.275,0.0172003,0.00,-0.05
11.300,-4.8092162E-4,0.00,0.02
11.325,-4.8092162E-4,-3.21E-5,0.03
11.350,-9.6182400E-4,0.00,-0.01
11.375,0.0172003,0.00,-0.05
11.400,0.0000000,0.00,0.00
11.425,-0.0176809,0.00,0.08
11.450,-0.0181615,0.00,0.09
11.475,-9.6182400E-4,0.00,0.03
11.500,0.0167191,0.00,-0.06
11.525,0.0167191,6.41E-5,-0.09
11.550,0.0172003,0.00,-0.04
11.575,-4.8092162E-4,0.00,0.03
11.600,-4.8092162E-4,-6.41E-5,0.05
11.625,-9.6182400E-4,0.00,0.01
11.650,0.0167191,0.00,-0.05
11.675,0.0172003,0.00,-0.05
11.700,0.0000000,0.00,0.03
11.725,-0.0181615,-9.62E-5,0.09
11.750,-9.6182400E-4,0.00,0.05
11.775,0.0167191,0.00,-0.04
11.800,0.0167191,6.41E-5,-0.08
11.825,0.0172003,0.00,-0.05
11.850,-4.8092162E-4,0.00,0.01
11.875,-4.8092162E-4,0.00,0.05
11.900,-4.8092162E-4,0.00,0.02
11.925,-9.6182400E-4,0.00,-0.02
11.950,0.0172003,0.00,-0.03
11.975,0.0000000,0.00,0.02
12.000,-0.0181615,-9.62E-5,0.07
12.025,-9.6182400E-4,0.00,0.05
12.050,0.0167191,0.00,-0.02
12.075,0.0167191,0.00,-0.07
12.100,0.0167191,0.00,-0.06
12.125,0.0172003,0.00,0.00
12.150,-4.8092162E-4,0.00,0.04
12.175,-9.6182400E-4,0.00,0.02
12.200,0.0167191,0.00,-0.04
12.225,0.0172003,0.00,-0.04
12.250,0.0000000,0.00,0.03
12.275,-0.0181615,-9.62E-5,0.08
12.300,-9.6182400E-4,0.00,0.06
12.325,0.0167191,0.00,-0.01
12.350,0.0167191,0.00,-0.05
12.375,0.0167191,3.21E-5,-0.05
12.400,0.0167191,0.00,-0.02
12.425,0.0172003,0.00,0.02
12.450,-9.6182400E-4,-3.21E-5,0.02
12.475,0.0167191,0.00,-0.01
12.500,0.0167191,6.41E-5,-0.03
12.525,0.0172003,0.00,-0.01
12.550,-4.8092162E-4,0.00,0.04
12.575,-9.6182400E-4,0.00,0.05
12.600,0.0167191,0.00,0.00
12.625,0.0167191,0.00,-0.05
12.650,0.0167191,0.00,-0.05
12.675,0.0172003,0.00,-0.02
12.700,-4.8092162E-4,0.00,0.04
12.725,-4.8092162E-4,-6.41E-5,0.06
12.750,-9.6182400E-4,0.00,0.04
12.775,0.0167191,0.00,-0.01
12.800,0.0167191,0.00,-0.03
12.825,0.0167191,0.00,-0.02
12.850,0.0167191,0.00,-0.01
12.875,0.0167191,0.00,-0.01
12.900,0.0167191,3.21E-5,-0.02
12.925,0.0167191,0.00,-0.03
12.950,0.0172003,0.00,-0.01
12.975,-4.8092162E-4,0.00,0.04
13.000,-4.8092162E-4,-6.41E-5,0.06
13.025,-9.6182400E-4,0.00,0.04
13.050,0.0167191,0.00,-0.01
13.075,0.0167191,0.00,-0.03
13.100,0.0167191,0.00,-0.02
13.125,0.0167191,0.00,-0.01
13.150,0.0167191,0.00,2.14E-4
13.175,0.0167191,0.00,-0.01
13.200,0.0167191,3.21E-5,-0.02
13.225,0.0167191,0.00,-0.01
13.250,0.0172003,0.00,0.01
13.275,-9.6182400E-4,-3.21E-5,0.03
13.300,0.0167191,0.00,0.02
13.325,0.0167191,0.00,-0.01
13.350,0.0167191,0.00,-0.02
13.375,0.0167191,0.00,-0.01
13.400,0.0167191,0.00,0.00
13.425,0.0167191,0.00,2.14E-4
13.450,0.0167191,0.00,-0.01
13.475,0.0167191,3.21E-5,-0.02
13.500,0.0167191,0.00,-0.01
13.525,0.0172003,0.00,0.01
13.550,-9.6182400E-4,-3.21E-5,0.03
13.575,0.0167191,0.00,0.01
13.600,0.0167191,0.00,-0.02
13.625,0.0167191,0.00,-0.02
13.650,0.0172003,0.00,0.01
13.675,-9.6182400E-4,-3.21E-5,0.03
13.700,0.0167191,0.00,0.02
13.725,0.0167191,0.00,-0.01
13.750,0.0167191,0.00,-0.02
13.775,0.0167191,0.00,-0.01
13.800,0.0167191,0.00,2.14E-4
13.825,0.0167191,0.00,-0.01
13.850,0.0167191,3.21E-5,-0.03
13.875,0.0167191,0.00,-0.05
13.900,0.0172003,0.00,-0.02
13.925,0.0000000,0.00,0.05
13.950,-0.0181615,-9.62E-5,0.09
13.975,-9.6182400E-4,0.00,0.05
14.000,0.0167191,0.00,-0.04
14.025,0.0167191,6.41E-5,-0.08
14.050,0.0172003,0.00,-0.04
14.075,-4.8092162E-4,0.00,0.03
14.100,-4.8092162E-4,-6.41E-5,0.05
14.125,-9.6182400E-4,0.00,0.01
14.150,0.0167191,0.00,-0.06
14.175,0.0172003,0.00,-0.06
14.200,0.0000000,0.00,0.02
14.225,-0.0176809,0.00,0.10
14.250,-0.0186420,0.00,0.08
14.275,0.0167191,0.00,-0.02
14.300,0.0167191,0.00,-0.08
14.325,0.0172003,0.00,-0.06
14.350,-4.8092162E-4,0.00,-8.55E-4
14.375,-4.8092162E-4,0.00,0.03
14.400,-4.8092162E-4,0.00,0.02
14.425,-4.8092162E-4,3.21E-5,-0.02
14.450,-4.8092162E-4,0.00,-0.02
14.475,0.0000000,0.00,0.03
14.500,-0.0176809,-9.61E-5,0.08
14.525,-0.0186420,0.00,0.06
14.550,0.0167191,0.00,-0.03
14.575,0.0167191,0.00,-0.08
14.600,0.0172003,0.00,-0.06
14.625,-4.8092162E-4,0.00,-8.55E-4
14.650,-4.8092162E-4,0.00,0.03
14.675,-4.8092162E-4,0.00,0.02
14.700,-4.8092162E-4,0.00,2.14E-4
14.725,-4.8092162E-4,3.21E-5,-0.01
14.750,-4.8092162E-4,0.00,0.01
14.775,0.0000000,-6.41E-5,0.05
14.800,-0.0186420,0.00,0.04
14.825,0.0167191,0.00,-0.02
14.850,0.0167191,0.00,-0.07
14.875,0.0172003,0.00,-0.06
14.900,-4.8092162E-4,0.00,-8.55E-4
14.925,-4.8092162E-4,0.00,0.03
14.950,-4.8092162E-4,0.00,0.02
14.975,-4.8092162E-4,0.00,4.28E-4
15.000,-4.8092162E-4,3.21E-5,-0.02
15.025,-4.8092162E-4,0.00,0.00
15.050,0.0000000,0.00,0.04
15.075,-0.0181615,0.00,0.05
15.100,-9.6182400E-4,0.00,0.01
15.125,0.0167191,0.00,-0.05
15.150,0.0172003,0.00,-0.06
15.175,-4.8092162E-4,0.00,-0.02
15.200,-4.8092162E-4,0.00,0.02
15.225,-4.8092162E-4,0.00,0.02
15.250,-4.8092162E-4,3.21E-5,-0.02
15.275,-4.8092162E-4,0.00,-0.02
15.300,0.0000000,0.00,0.01
15.325,-0.0176809,0.00,0.05
15.350,-0.0181615,0.00,0.06
15.375,-4.8092162E-4,0.00,0.02
15.400,-9.6182400E-4,0.00,-0.04
15.425,0.0172003,3.21E-5,-0.05
15.450,-4.8092162E-4,0.00,-0.02
15.475,-4.8092162E-4,0.00,0.01
15.500,-4.8092162E-4,0.00,0.02
15.525,-4.8092162E-4,0.00,4.28E-4
15.550,-4.8092162E-4,3.21E-5,-0.02
15.575,-4.8092162E-4,0.00,-0.01
15.600,0.0000000,0.00,0.02
15.625,-0.0181615,-6.41E-5,0.05
15.650,-4.8092162E-4,0.00,0.02
15.675,-9.6182400E-4,0.00,-0.02
15.700,0.0172003,3.21E-5,-0.05
15.725,-4.8092162E-4,0.00,-0.02
15.750,-4.8092162E-4,0.00,0.01
15.775,-4.8092162E-4,0.00,0.02
15.800,-4.8092162E-4,0.00,4.28E-4
15.825,-4.8092162E-4,3.21E-5,-0.02
15.850,-4.8092162E-4,0.00,-0.01
15.875,0.0000000,0.00,0.02
15.900,-0.0181615,-6.41E-5,0.05
15.925,-4.8092162E-4,0.00,0.02
15.950,-9.6182400E-4,0.00,-0.02
15.975,0.0172003,3.21E-5,-0.05
16.000,-4.8092162E-4,0.00,-0.02
16.025,-4.8092162E-4,0.00,0.01
16.050,-4.8092162E-4,0.00,0.02
16.075,-4.8092162E-4,0.00,0.01
16.100,-4.8092162E-4,0.00,-0.01
16.125,-4.8092162E-4,3.21E-5,-0.02
16.150,-4.8092162E-4,0.00,-0.01
16.175,0.0000000,0.00,0.01
16.200,-0.0181615,-3.21E-5,0.03
16.225,-4.8092162E-4,0.00,0.02
16.250,-4.8092162E-4,0.00,-0.01
16.275,-4.8092162E-4,0.00,-0.02
16.300,-4.8092162E-4,0.00,-0.01
16.325,-4.8092162E-4,0.00,2.14E-4
16.350,-4.8092162E-4,0.00,-0.01
16.375,-4.8092162E-4,3.21E-5,-0.02
16.400,-4.8092162E-4,0.00,-0.02
16.425,0.0000000,0.00,0.01
16.450,-0.0176809,0.00,0.05
16.475,-0.0181615,0.00,0.05
16.500,-4.8092162E-4,0.00,0.01
16.525,-4.8092162E-4,0.00,-0.02
16.550,-4.8092162E-4,0.00,-0.02
16.575,-4.8092162E-4,0.00,-0.01
16.600,-4.8092162E-4,0.00,2.14E-4
16.625,-4.8092162E-4,0.00,-0.01
16.650,-4.8092162E-4,3.21E-5,-0.02
16.675,-4.8092162E-4,0.00,-0.04
16.700,0.0000000,0.00,
16.725,-0.0176809,0.00,
16.750,-0.0181615,,
