"Time (s) Run #1","Position (m) Run #1"
0.000,8.79403E-4
0.025,1.76837E-4
0.050,0.00000
0.075,0.00000
0.100,0.00000
0.125,0.00000
0.150,0.00000
0.175,0.00000
0.200,0.00000
0.225,0.00000
0.250,0.00000
0.275,0.00000
0.300,0.00000
0.325,0.00000
0.350,0.00000
0.375,0.00000
0.400,0.00000
0.425,0.00000
0.450,0.00000
0.475,0.00000
0.500,0.00000
0.525,0.00000
0.550,0.00000
0.575,0.00000
0.600,0.00000
0.625,0.00000
0.650,0.00000
0.675,0.00000
0.700,0.00000
0.725,0.00000
0.750,0.00000
0.775,0.00000
0.800,0.00000
0.825,0.00000
0.850,0.00000
0.875,0.00000
0.900,4.83330E-6
0.925,-1.62340E-4
0.950,-5.11177E-4
0.975,-6.88000E-4
1.000,-6.92819E-4
1.025,-5.25645E-4
1.050,-1.91317E-4
1.075,4.96627E-4
1.100,0.00119
1.125,0.00155
1.150,0.00140
1.175,7.17085E-4
1.200,-3.15039E-4
1.225,-0.00135
1.250,-0.00224
1.275,-0.00226
1.300,-0.00159
1.325,-2.15460E-4
1.350,0.00134
1.375,0.00257
1.400,0.00312
1.425,0.00245
1.450,9.13366E-4
1.475,-9.83865E-4
1.500,-0.00273
1.525,-0.00362
1.550,-0.00348
1.575,-0.00213
1.600,1.04306E-4
1.625,0.00254
1.650,0.00412
1.675,0.00433
1.700,0.00316
1.725,7.65576E-4
1.750,-0.00201
1.775,-0.00410
1.800,-0.00501
1.825,-0.00419
1.850,-0.00198
1.875,0.00112
1.900,0.00408
1.925,0.00569
1.950,0.00540
1.975,0.00318
2.000,9.67027E-5
2.025,-0.00338
2.050,-0.00566
2.075,-0.00624
2.100,-0.00456
2.125,-0.00131
2.150,0.00266
2.175,0.00581
2.200,0.00709
2.225,0.00594
2.250,0.00287
2.275,-0.00127
2.300,-0.00510
2.325,-0.00741
2.350,-0.00712
2.375,-0.00459
2.400,-2.97508E-4
2.425,0.00421
2.450,0.00755
2.475,0.00814
2.500,0.00614
2.525,0.00203
2.550,-0.00281
2.575,-0.00683
2.600,-0.00863
2.625,-0.00749
2.650,-0.00393
2.675,0.00124
2.700,0.00611
2.725,0.00895
2.750,0.00886
2.775,0.00582
2.800,6.66242E-4
2.825,-0.00471
2.850,-0.00857
2.875,-0.00969
2.900,-0.00752
2.925,-0.00291
2.950,0.00296
2.975,0.00785
3.000,0.01018
3.025,0.00906
3.050,0.00498
3.075,-8.77899E-4
3.100,-0.00644
3.125,-0.01014
3.150,-0.01041
3.175,-0.00721
3.200,-0.00155
3.225,0.00485
3.250,0.00959
3.275,0.01125
3.300,0.00893
3.325,0.00362
3.350,-0.00277
3.375,-0.00852
3.400,-0.01155
3.425,-0.01061
3.450,-0.00620
3.475,5.03955E-4
3.500,0.00710
3.525,0.01134
3.550,0.01180
3.575,0.00826
3.600,0.00209
3.625,-0.00501
3.650,-0.01044
3.675,-0.01245
3.700,-0.01013
3.725,-0.00450
3.750,0.00274
3.775,0.00936
3.800,0.01275
3.825,0.01201
3.850,0.00726
3.875,2.61827E-5
3.900,-0.00709
3.925,-0.01202
3.950,-0.01282
3.975,-0.00947
4.000,-0.00279
4.025,0.00481
4.050,0.01111
4.075,0.01348
4.100,0.01152
4.125,0.00573
4.150,-0.00204
4.175,-0.00901
4.200,-0.01309
4.225,-0.01268
4.250,-0.00811
4.275,-7.28020E-4
4.300,0.00690
4.325,0.01235
4.350,0.01351
4.375,0.01034
4.400,0.00366
4.425,-0.00413
4.450,-0.01042
4.475,-0.01329
4.500,-0.01184
4.525,-0.00640
4.550,0.00134
4.575,0.00864
4.600,0.01324
4.625,0.01338
4.650,0.00898
4.675,0.00176
4.700,-0.00586
4.725,-0.01165
4.750,-0.01366
4.775,-0.01101
4.800,-0.00452
4.825,0.00342
4.850,0.01039
4.875,0.01397
4.900,0.01271
4.925,0.00745
4.950,-3.03606E-4
4.975,-0.00795
5.000,-0.01288
5.025,-0.01369
5.050,-0.00983
5.075,-0.00263
5.100,0.00532
5.125,0.01180
5.150,0.01418
5.175,0.01188
5.200,0.00574
5.225,-0.00238
5.250,-0.00953
5.275,-0.01361
5.300,-0.01303
5.325,-0.00812
5.350,-3.93965E-4
5.375,0.00759
5.400,0.01287
5.425,0.01404
5.450,0.01053
5.475,0.00349
5.500,-0.00446
5.525,-0.01111
5.550,-0.01381
5.575,-0.01203
5.600,-0.00607
5.625,0.00203
5.650,0.00951
5.675,0.01395
5.700,0.01356
5.725,0.00882
5.750,0.00126
5.775,-0.00673
5.800,-0.01235
5.825,-0.01385
5.850,-0.01067
5.875,-0.00401
5.900,0.00428
5.925,0.01109
5.950,0.01433
5.975,0.01255
6.000,0.00694
6.025,-9.97030E-4
6.050,-0.00847
6.075,-0.01324
6.100,-0.01336
6.125,-0.00914
6.150,-0.00177
6.175,0.00620
6.200,0.01216
6.225,0.01419
6.250,0.01137
6.275,0.00487
6.300,-0.00308
6.325,-0.00988
6.350,-0.01362
6.375,-0.01270
6.400,-0.00743
6.425,1.26392E-4
6.450,0.00794
6.475,0.01305
6.500,0.01388
6.525,0.01001
6.550,0.00315
6.575,-0.00482
6.600,-0.01112
6.625,-0.01364
6.650,-0.01168
6.675,-0.00572
6.700,0.00220
6.725,0.00952
6.750,0.01360
6.775,0.01321
6.800,0.00847
6.825,0.00107
6.850,-0.00656
6.875,-0.01200
6.900,-0.01350
6.925,-0.01032
6.950,-0.00383
6.975,0.00411
7.000,0.01075
7.025,0.01381
7.050,0.01221
7.075,0.00658
7.100,-0.00101
7.125,-0.00813
7.150,-0.01272
7.175,-0.01301
7.200,-0.00896
7.225,-0.00193
7.250,0.00551
7.275,0.01147
7.300,0.01349
7.325,0.01101
7.350,0.00503
7.375,-0.00240
7.400,-0.00902
7.425,-0.01257
7.450,-0.01199
7.475,-0.00742
7.500,-3.74680E-4
7.525,0.00691
7.550,0.01184
7.575,0.01300
7.600,0.00964
7.625,0.00348
7.650,-0.00397
7.675,-0.00991
7.700,-0.01260
7.725,-0.01115
7.750,-0.00587
7.775,0.00136
7.800,0.00814
7.825,0.01222
7.850,0.01216
7.875,0.00827
7.900,0.00175
7.925,-0.00536
7.950,-0.01062
7.975,-0.01245
8.000,-0.01013
8.025,-0.00449
8.050,0.00258
8.075,0.00885
8.100,0.01224
8.125,0.01148
8.150,0.00707
8.175,5.32910E-4
8.200,-0.00624
8.225,-0.01098
8.250,-0.01195
8.275,-0.00893
8.300,-0.00294
8.325,0.00397
8.350,0.00973
8.375,0.01226
8.400,0.01064
8.425,0.00570
8.450,-0.00103
8.475,-0.00747
8.500,-0.01118
8.525,-0.01145
8.550,-0.00774
8.575,-0.00156
8.600,0.00502
8.625,0.01010
8.650,0.01176
8.675,0.00961
8.700,0.00449
8.725,-0.00208
8.750,-0.00783
8.775,-0.01102
8.800,-0.01060
