"Time (s) Run #1","Position (m) Run #1"
0.000,5.25694E-4
0.025,1.72000E-4
0.050,1.76840E-4
0.075,0.00000
0.100,0.00000
0.125,0.00000
0.150,0.00000
0.175,0.00000
0.200,-4.83654E-6
0.225,1.72000E-4
0.250,1.72000E-4
0.275,1.72000E-4
0.300,1.72000E-4
0.325,1.72000E-4
0.350,1.76840E-4
0.375,0.00000
0.400,0.00000
0.425,0.00000
0.450,0.00000
0.475,-4.83654E-6
0.500,1.72000E-4
0.525,1.72000E-4
0.550,1.72000E-4
0.575,1.72000E-4
0.600,1.76840E-4
0.625,0.00000
0.650,0.00000
0.675,0.00000
0.700,0.00000
0.725,0.00000
0.750,0.00000
0.775,-4.83654E-6
0.800,1.72000E-4
0.825,1.72000E-4
0.850,1.76840E-4
0.875,0.00000
0.900,0.00000
0.925,4.83674E-6
0.950,-1.67167E-4
0.975,-3.34340E-4
1.000,-6.83177E-4
1.025,-8.64819E-4
1.050,-6.97645E-4
1.075,-3.63317E-4
1.100,3.24627E-4
1.125,0.00102
1.150,0.00154
1.175,0.00173
1.200,0.00123
1.225,2.01044E-4
1.250,-8.31080E-4
1.275,-0.00188
1.300,-0.00242
1.325,-0.00209
1.350,-0.00107
1.375,3.00416E-4
1.400,0.00186
1.425,0.00292
1.450,0.00312
1.475,0.00228
1.500,7.41366E-4
1.525,-0.00116
1.550,-0.00273
1.575,-0.00362
1.600,-0.00331
1.625,-0.00178
1.650,2.81051E-4
1.675,0.00254
1.700,0.00395
1.725,0.00416
1.750,0.00315
1.775,0.00110
1.800,-0.00132
1.825,-0.00341
1.850,-0.00449
1.875,-0.00400
1.900,-0.00231
1.925,2.71369E-4
1.950,0.00288
1.975,0.00464
2.000,0.00485
2.025,0.00368
2.050,0.00128
2.075,-0.00148
2.100,-0.00392
2.125,-0.00517
2.150,-0.00470
2.175,-0.00283
2.200,9.45835E-5
2.225,0.00287
2.250,0.00498
2.275,0.00537
2.300,0.00420
2.325,0.00163
2.350,-0.00130
2.375,-0.00392
2.400,-0.00534
2.425,-0.00504
2.450,-0.00318
2.475,-2.54136E-4
2.500,0.00269
2.525,0.00480
2.550,0.00554
2.575,0.00437
2.600,0.00197
2.625,-9.59738E-4
2.650,-0.00357
2.675,-0.00516
2.700,-0.00504
2.725,-0.00334
2.750,-5.98020E-4
2.775,0.00235
2.800,0.00445
2.825,0.00518
2.850,0.00436
2.875,0.00231
2.900,-4.43583E-4
2.925,-0.00305
2.950,-0.00464
2.975,-0.00468
3.000,-0.00333
3.025,-9.32270E-4
3.050,0.00166
3.075,0.00376
3.100,0.00466
3.125,0.00400
3.150,0.00248
3.175,6.28927E-5
3.200,-0.00219
3.225,-0.00377
3.250,-0.00415
3.275,-0.00332
3.300,-0.00144
3.325,8.06620E-4
3.350,0.00272
3.375,0.00379
3.400,0.00365
3.425,0.00246
3.450,7.36514E-4
3.475,-9.88648E-4
3.500,-0.00256
3.525,-0.00328
3.550,-0.00296
3.575,-0.00176
3.600,-2.20322E-4
3.625,0.00152
3.650,0.00257
3.675,0.00293
3.700,0.00261
3.725,0.00141
3.750,3.86993E-5
3.775,-0.00135
3.800,-0.00223
3.825,-0.00259
3.850,-0.00226
3.875,-0.00124
3.900,1.38124E-4
3.925,0.00135
3.950,0.00223
3.975,0.00242
4.000,0.00209
4.025,0.00124
4.050,3.38612E-5
4.075,-0.00118
4.100,-0.00223
4.125,-0.00242
4.150,-0.00209
4.175,-0.00107
4.200,1.33286E-4
4.225,0.00152
4.250,0.00240
4.275,0.00259
4.300,0.00209
4.325,0.00107
4.350,-3.05356E-4
4.375,-0.00170
4.400,-0.00258
4.425,-0.00277
4.450,-0.00210
4.475,-9.03367E-4
4.500,6.44354E-4
4.525,0.00222
4.550,0.00292
4.575,0.00295
4.600,0.00211
4.625,5.64479E-4
4.650,-0.00117
4.675,-0.00256
4.700,-0.00327
4.725,-0.00313
4.750,-0.00194
4.775,-5.31913E-5
4.800,0.00185
4.825,0.00326
4.850,0.00363
4.875,0.00297
4.900,0.00143
4.925,-4.58070E-4
4.950,-0.00255
4.975,-0.00361
5.000,-0.00382
5.025,-0.00263
5.050,-7.50681E-4
5.075,0.00150
5.100,0.00324
5.125,0.00414
5.150,0.00365
5.175,0.00230
5.200,6.28927E-5
5.225,-0.00219
5.250,-0.00377
5.275,-0.00415
5.300,-0.00332
5.325,-0.00144
5.350,9.73727E-4
5.375,0.00306
5.400,0.00430
5.425,0.00417
5.450,0.00281
5.475,7.55925E-4
5.500,-0.00167
5.525,-0.00359
5.550,-0.00431
5.575,-0.00384
5.600,-0.00196
5.625,4.53006E-4
5.650,0.00271
5.675,0.00412
5.700,0.00433
5.725,0.00332
5.750,0.00144
5.775,-9.74194E-4
5.800,-0.00306
5.825,-0.00431
5.850,-0.00399
5.875,-0.00264
5.900,-4.11598E-4
5.925,0.00202
5.950,0.00377
5.975,0.00432
6.000,0.00366
6.025,0.00196
6.050,-2.86029E-4
6.075,-0.00236
6.100,-0.00395
6.125,-0.00416
6.150,-0.00298
6.175,-0.00110
6.200,0.00132
6.225,0.00324
6.250,0.00414
6.275,0.00382
6.300,0.00264
6.325,5.79027E-4
6.350,-0.00168
6.375,-0.00325
6.400,-0.00398
6.425,-0.00331
6.450,-0.00178
6.475,2.85892E-4
6.500,0.00237
6.525,0.00361
6.550,0.00381
6.575,0.00297
6.600,0.00126
6.625,-6.34937E-4
6.650,-0.00255
6.675,-0.00362
6.700,-0.00347
6.725,-0.00246
6.750,-5.69078E-4
6.775,0.00133
6.800,0.00290
6.825,0.00362
6.850,0.00330
6.875,0.00212
6.900,2.20410E-4
6.925,-0.00151
6.950,-0.00291
6.975,-0.00345
7.000,-0.00296
7.025,-0.00160
7.050,2.95574E-4
7.075,0.00203
7.100,0.00326
7.125,0.00346
7.150,0.00280
7.175,0.00125
7.200,-4.67727E-4
7.225,-0.00221
7.250,-0.00309
7.275,-0.00330
7.300,-0.00228
7.325,-5.64254E-4
7.350,0.00116
7.375,0.00273
7.400,0.00344
7.425,0.00330
7.450,0.00211
7.475,5.69328E-4
7.500,-0.00134
7.525,-0.00273
7.550,-0.00345
7.575,-0.00296
7.600,-0.00160
7.625,2.95574E-4
7.650,0.00203
7.675,0.00326
7.700,0.00363
7.725,0.00297
7.750,0.00143
7.775,-4.62899E-4
7.800,-0.00238
7.825,-0.00344
7.850,-0.00347
7.875,-0.00246
7.900,-7.45861E-4
7.925,0.00133
7.950,0.00290
7.975,0.00379
8.000,0.00347
8.025,0.00229
8.050,4.02136E-4
8.075,-0.00168
8.100,-0.00325
8.125,-0.00380
8.150,-0.00314
8.175,-0.00161
8.200,4.62695E-4
8.225,0.00237
8.250,0.00361
8.275,0.00381
8.300,0.00298
8.325,0.00109
8.350,-9.79012E-4
8.375,-0.00290
8.400,-0.00379
8.425,-0.00365
8.450,-0.00229
8.475,-4.06771E-4
8.500,0.00185
8.525,0.00343
8.550,0.00397
8.575,0.00348
8.600,0.00196
8.625,-2.90861E-4
8.650,-0.00220
8.675,-0.00360
8.700,-0.00398
8.725,-0.00298
8.750,-0.00109
8.775,9.78582E-4
8.800,0.00289
8.825,0.00396
8.850,0.00382
8.875,0.00264
8.900,5.74177E-4
8.925,-0.00150
8.950,-0.00325
8.975,-0.00397
9.000,-0.00348
9.025,-0.00195
9.050,2.85892E-4
9.075,0.00237
9.100,0.00360
9.125,0.00398
9.150,0.00314
9.175,0.00144
9.200,-8.06974E-4
9.225,-0.00272
9.250,-0.00378
9.275,-0.00382
9.300,-0.00264
9.325,-5.73902E-4
9.350,0.00150
9.375,0.00308
9.400,0.00379
9.425,0.00348
9.450,0.00212
9.475,5.32147E-5
9.500,-0.00185
9.525,-0.00343
9.550,-0.00380
9.575,-0.00314
9.600,-0.00143
9.625,6.34657E-4
9.650,0.00255
9.675,0.00378
9.700,0.00381
9.725,0.00281
9.750,9.13404E-4
9.775,-9.83830E-4
9.800,-0.00273
9.825,-0.00362
9.850,-0.00347
9.875,-0.00229
9.900,-2.25154E-4
9.925,0.00168
9.950,0.00325
9.975,0.00380
10.000,0.00331
10.025,0.00177
10.050,-1.18823E-4
10.075,-0.00203
10.100,-0.00344
10.125,-0.00364
10.150,-0.00280
10.175,-0.00108
10.200,8.11471E-4
10.225,0.00255
10.250,0.00361
10.275,0.00365
10.300,0.00246
10.325,7.41366E-4
10.350,-0.00116
10.375,-0.00273
10.400,-0.00362
10.425,-0.00331
10.450,-0.00194
10.475,-5.31913E-5
10.500,0.00185
10.525,0.00325
10.550,0.00380
10.575,0.00314
10.600,0.00178
10.625,-2.95693E-4
10.650,-0.00203
10.675,-0.00344
10.700,-0.00364
10.725,-0.00280
10.750,-0.00109
10.775,9.83437E-4
10.800,0.00273
10.825,0.00361
10.850,0.00365
10.875,0.00246
10.900,5.69328E-4
10.925,-0.00133
10.950,-0.00290
10.975,-0.00362
11.000,-0.00331
11.025,-0.00195
11.050,1.18771E-4
11.075,0.00202
11.100,0.00343
11.125,0.00380
11.150,0.00314
11.175,0.00161
11.200,-4.62899E-4
11.225,-0.00237
11.250,-0.00361
11.275,-0.00364
11.300,-0.00263
11.325,-7.45861E-4
11.350,0.00133
11.375,0.00308
11.400,0.00379
11.425,0.00347
11.450,0.00229
11.475,4.02136E-4
11.500,-0.00168
11.525,-0.00325
11.550,-0.00380
11.575,-0.00314
11.600,-0.00161
11.625,4.62695E-4
11.650,0.00237
11.675,0.00361
11.700,0.00381
11.725,0.00298
11.750,0.00109
11.775,-9.83830E-4
11.800,-0.00272
11.825,-0.00379
11.850,-0.00365
11.875,-0.00247
11.900,-4.01943E-4
11.925,0.00168
11.950,0.00325
11.975,0.00397
12.000,0.00348
12.025,0.00195
12.050,-1.18823E-4
12.075,-0.00203
12.100,-0.00343
12.125,-0.00381
12.150,-0.00297
12.175,-0.00126
12.200,8.06620E-4
12.225,0.00272
12.250,0.00379
12.275,0.00364
12.300,0.00263
12.325,7.46219E-4
12.350,-0.00133
12.375,-0.00308
12.400,-0.00379
12.425,-0.00348
12.450,-0.00212
12.475,-5.80258E-5
12.500,0.00202
12.525,0.00343
12.550,0.00380
12.575,0.00314
12.600,0.00161
12.625,-4.62899E-4
12.650,-0.00237
12.675,-0.00361
12.700,-0.00381
12.725,-0.00280
12.750,-9.17819E-4
12.775,0.00116
12.800,0.00290
12.825,0.00379
12.850,0.00365
12.875,0.00229
12.900,3.97290E-4
12.925,-0.00150
12.950,-0.00325
12.975,-0.00380
13.000,-0.00331
13.025,-0.00178
13.050,2.90733E-4
13.075,0.00220
13.100,0.00343
13.125,0.00381
13.150,0.00297
13.175,0.00126
13.200,-6.34937E-4
13.225,-0.00255
13.250,-0.00361
