"Time (s) Run #1","Position (m) Run #1"
0.000,8.79403E-4
0.025,1.76837E-4
0.050,0.00000
0.075,0.00000
0.100,0.00000
0.125,0.00000
0.150,0.00000
0.175,0.00000
0.200,0.00000
0.225,0.00000
0.250,0.00000
0.275,0.00000
0.300,0.00000
0.325,0.00000
0.350,0.00000
0.375,0.00000
0.400,0.00000
0.425,0.00000
0.450,0.00000
0.475,0.00000
0.500,0.00000
0.525,0.00000
0.550,0.00000
0.575,0.00000
0.600,0.00000
0.625,0.00000
0.650,0.00000
0.675,0.00000
0.700,0.00000
0.725,4.83330E-6
0.750,-1.62340E-4
0.775,-5.11177E-4
0.800,-6.88000E-4
0.825,-6.97638E-4
0.850,-3.58478E-4
0.875,1.52655E-4
0.900,8.45450E-4
0.925,0.00138
0.950,0.00139
0.975,8.84254E-4
1.000,3.38371E-5
1.025,-0.00118
1.050,-0.00206
1.075,-0.00208
1.100,-0.00159
1.125,-2.15460E-4
1.150,0.00134
1.175,0.00257
1.200,0.00295
1.225,0.00211
1.250,5.69290E-4
1.275,-0.00133
1.300,-0.00290
1.325,-0.00364
1.350,-0.00280
1.375,-9.22592E-4
1.400,0.00132
1.425,0.00342
1.450,0.00415
1.475,0.00350
1.500,0.00145
1.525,-0.00114
1.550,-0.00358
1.575,-0.00466
1.600,-0.00418
1.625,-0.00215
1.650,7.77571E-4
1.675,0.00374
1.700,0.00517
1.725,0.00488
1.750,0.00267
1.775,-6.06042E-4
1.800,-0.00356
1.825,-0.00551
1.850,-0.00539
1.875,-0.00336
1.900,7.53059E-5
1.925,0.00355
1.950,0.00585
1.975,0.00591
2.000,0.00389
2.025,2.73612E-4
2.050,-0.00337
2.075,-0.00583
2.100,-0.00642
2.125,-0.00457
2.150,-9.70717E-4
2.175,0.00301
2.200,0.00600
2.225,0.00676
2.250,0.00491
2.275,0.00149
2.300,-0.00266
2.325,-0.00600
2.350,-0.00692
2.375,-0.00560
2.400,-0.00201
2.425,0.00231
2.450,0.00581
2.475,0.00709
2.500,0.00595
2.525,0.00253
2.550,-0.00196
2.575,-0.00563
2.600,-0.00725
2.625,-0.00628
2.650,-0.00305
2.675,0.00144
2.700,0.00528
2.725,0.00724
2.750,0.00663
2.775,0.00339
2.800,-9.16443E-4
2.825,-0.00510
2.850,-0.00724
2.875,-0.00679
2.900,-0.00390
2.925,3.94973E-4
2.950,0.00475
2.975,0.00723
3.000,0.00696
3.025,0.00425
3.050,-5.11956E-5
3.075,-0.00440
3.100,-0.00705
3.125,-0.00712
3.150,-0.00459
3.175,-4.64598E-4
3.200,0.00388
3.225,0.00670
3.250,0.00694
3.275,0.00476
3.300,6.32300E-4
3.325,-0.00353
3.350,-0.00653
3.375,-0.00694
3.400,-0.00492
3.425,-0.00115
3.450,0.00318
3.475,0.00618
3.500,0.00676
3.525,0.00492
3.550,0.00132
3.575,-0.00284
3.600,-0.00583
3.625,-0.00658
3.650,-0.00508
3.675,-0.00166
3.700,0.00232
3.725,0.00548
3.750,0.00641
3.775,0.00491
3.800,0.00166
3.825,-0.00215
3.850,-0.00514
3.875,-0.00605
3.900,-0.00490
3.925,-0.00182
3.950,0.00181
3.975,0.00461
4.000,0.00571
4.025,0.00473
4.050,0.00182
4.075,-0.00164
4.100,-0.00444
4.125,-0.00553
4.150,-0.00455
4.175,-0.00181
4.200,0.00148
4.225,0.00410
4.250,0.00519
4.275,0.00420
4.300,0.00163
4.325,-0.00130
4.350,-0.00393
4.375,-0.00484
4.400,-0.00402
4.425,-0.00163
4.450,0.00131
4.475,0.00359
4.500,0.00450
4.525,0.00368
4.550,0.00145
4.575,-0.00132
4.600,-0.00342
4.625,-0.00433
4.650,-0.00333
4.675,-0.00128
4.700,0.00149
4.725,0.00343
4.750,0.00398
4.775,0.00316
4.800,9.27925E-4
4.825,-0.00150
4.850,-0.00343
4.875,-0.00381
4.900,-0.00281
4.925,-7.55453E-4
4.950,0.00167
4.975,0.00344
5.000,0.00364
5.025,0.00264
5.050,4.06937E-4
5.075,-0.00185
5.100,-0.00326
5.125,-0.00365
5.150,-0.00247
5.175,-2.29943E-4
5.200,0.00185
5.225,0.00326
5.250,0.00348
5.275,0.00212
5.300,5.80123E-5
5.325,-0.00203
5.350,-0.00344
5.375,-0.00331
5.400,-0.00195
5.425,1.09140E-4
5.450,0.00238
5.475,0.00344
5.500,0.00331
5.525,0.00178
5.550,-4.58112E-4
5.575,-0.00255
5.600,-0.00362
5.625,-0.00331
5.650,-0.00179
5.675,6.29850E-4
5.700,0.00272
5.725,0.00380
5.750,0.00332
5.775,0.00162
5.800,-8.02194E-4
5.825,-0.00290
5.850,-0.00397
5.875,-0.00349
5.900,-0.00162
5.925,9.73768E-4
5.950,0.00307
5.975,0.00415
6.000,0.00350
6.025,0.00144
6.050,-9.69420E-4
6.075,-0.00324
6.100,-0.00432
6.125,-0.00367
6.150,-0.00162
6.175,0.00114
6.200,0.00341
6.225,0.00449
6.250,0.00385
6.275,0.00163
6.300,-0.00114
6.325,-0.00358
6.350,-0.00466
6.375,-0.00402
6.400,-0.00163
6.425,0.00131
6.450,0.00375
6.475,0.00484
6.500,0.00420
6.525,0.00180
6.550,-0.00113
6.575,-0.00375
6.600,-0.00501
6.625,-0.00437
6.650,-0.00198
6.675,0.00113
6.700,0.00392
6.725,0.00518
6.750,0.00454
6.775,0.00215
6.800,-9.54974E-4
6.825,-0.00375
6.850,-0.00517
6.875,-0.00471
6.900,-0.00233
6.925,9.49513E-4
6.950,0.00392
6.975,0.00535
7.000,0.00489
7.025,0.00250
7.050,-7.78100E-4
7.075,-0.00374
7.100,-0.00535
7.125,-0.00488
7.150,-0.00267
7.175,6.00786E-4
7.200,0.00373
7.225,0.00552
7.250,0.00505
7.275,0.00284
7.300,-4.29157E-4
7.325,-0.00356
7.350,-0.00534
7.375,-0.00522
7.400,-0.00302
7.425,4.28848E-4
7.450,0.00356
7.475,0.00551
7.500,0.00522
7.525,0.00319
7.550,-2.57095E-4
7.575,-0.00339
7.600,-0.00534
7.625,-0.00522
7.650,-0.00319
7.675,8.01387E-5
7.700,0.00339
7.725,0.00533
7.750,0.00539
7.775,0.00336
7.800,9.18657E-5
7.825,-0.00322
7.850,-0.00516
7.875,-0.00521
7.900,-0.00336
7.925,-9.17959E-5
7.950,0.00321
7.975,0.00516
8.000,0.00539
8.025,0.00336
8.050,2.59091E-4
8.075,-0.00287
8.100,-0.00498
8.125,-0.00521
8.150,-0.00353
8.175,-4.35665E-4
8.200,0.00287
8.225,0.00498
8.250,0.00521
8.275,0.00353
8.300,4.31153E-4
8.325,-0.00269
8.350,-0.00481
8.375,-0.00503
8.400,-0.00353
8.425,-4.30842E-4
8.450,0.00269
8.475,0.00481
8.500,0.00504
8.525,0.00335
8.550,4.26309E-4
8.575,-0.00252
8.600,-0.00464
8.625,-0.00486
8.650,-0.00334
